code,name,type,icb_name,easting,northing,nhs_private,avg_deprivation
V06806,Middleton & Partners Dental,Dental service,Staffordshire and Stoke-on-Trent,387712,346409,D,2.316192712712411
V12195,Alchemy Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,387871,345951,D,2.633348792668624
V06803,Victoria Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,389243,344931,D,2.026107152095163
V06834,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,387784,346139,D,2.477391507234001
V06811,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,387770,344712,D,2.9164317796948316
V06780,Grosvenor Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,386827,343724,D,3.623121025727365
V06828,Ashlow Orthodontic Practice,Dental service,Staffordshire and Stoke-on-Trent,386172,345692,D,4.518627888457515
V06807,Hammonds,Dental service,Staffordshire and Stoke-on-Trent,385804,346537,D,5.195051384432967
V06813,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,386973,341966,D,7.591406074397895
V05751,Wolstanton Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,385529,348320,D,6.090011133648762
V05000,M N Devlin's Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,385213,348723,#N/A,5.973610970246469
V80240,Newcastle Under Lyme Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,385534,345994,P,4.287050679131352
V04983,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,385166,346226,D,4.05814612124756
V83012,Whittaker Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,385506,346373,P,4.5951734171365795
V297474,Newcastle Dental and Implant Clinic,Dental service,Staffordshire and Stoke-on-Trent,385645,346135,D,4.305933744585944
V04980,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,384685,346375,D,4.062434407043461
V04979,Mr M E Neeld and Associates,Dental service,Staffordshire and Stoke-on-Trent,385005,346297,D,3.841791960573045
V04975,Westbury Park Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,384992,342943,D,6.710102347540907
V13055,Milehouse Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,383048,346709,D,3.146809208677498
V09831,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,382373,346614,D,3.818219537757083
V04977,Elm Villa Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,383559,348739,D,4.7802970002714495
V82872,Moorland Dental Clinic,Dental service,Staffordshire and Stoke-on-Trent,387028,349903,D,1.6643312159954815
V13339,Smallthorne Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,388353,350426,D,3.2145197066293574
V07409,Waterloo Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,387439,348896,D,1.2675362443380391
V07400,Synergy Dental Care,Dental service,Staffordshire and Stoke-on-Trent,386568,349654,D,1.4129945818585807
V07408,The Boulevard Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,386114,351325,D,1.8757252471065082
V07613,Butt Lane Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,382755,354407,D,4.2019527172734294
V07616,Kidsgrove Bank Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,384090,354380,D,4.860749972031355
V07619,Kidsgrove Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,384195,354253,D,5.164804210886533
V04962,Audley Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,379839,350739,D,5.959702949550356
V07622,Horizons Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,388324,357648,D,5.761771981303756
V12012,Keen Dental Care,Dental service,Staffordshire and Stoke-on-Trent,388385,357532,D,6.5219403526725745
V07618,Werrington Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,394459,347590,D,7.97359653711385
V10535,Time for Teeth HMP Werrington,Dental service,Staffordshire and Stoke-on-Trent,394158,347257,D,7.939738683220421
V13435,107 109 Walsall Road [Dental Surgery],Dental service,Staffordshire and Stoke-on-Trent,398370,309636,D,3.7196278270050755
V06079,Chase Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,397965,309983,D,4.678018749397329
V06065,The Cannock Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,397965,309983,D,4.678018749397329
V06057,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,398398,310352,D,4.5106941370538305
V279160,37 Queens Square,Dental service,Staffordshire and Stoke-on-Trent,398220,310286,D,4.492594381007589
V09412,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,398028,310618,D,4.483678881567774
DAC_866,Dental Department,Dental Access Centre,Staffordshire and Stoke-on-Trent,398028,310618,DAC,NA
V06069,Dentaire,Dental service,Staffordshire and Stoke-on-Trent,400160,312402,D,5.448711892823065
V06083,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,399965,312189,D,4.989877364228701
V209633,Hednesford Road (Dental Surgery),Dental service,Staffordshire and Stoke-on-Trent,401425,310124,D,6.410860978498994
V06055,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,400056,312747,D,5.569033087792484
V07349,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,411708,309649,D,6.2791087865658
V06802,Guys Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,412148,309620,D,7.016969544186907
V06557,Asquith House Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,411752,309410,D,6.790732182526762
V09406,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,412189,309545,D,7.4203903352857825
V05875,Bore Street Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,411719,309435,D,6.733531375891098
V82791,Lichfield Family Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,411348,309752,P,7.069120454879297
V06753,Lichfield Dental Care,Dental service,Staffordshire and Stoke-on-Trent,411649,308280,D,8.134375073692688
V10536,80 Upper St John Street (Dental Surgery),Dental service,Staffordshire and Stoke-on-Trent,411870,308952,D,7.528816366919209
V06589,Pickering House Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,411870,308952,D,7.528816366919209
V91014,Lichfield Dental Centre,Dental service,Staffordshire and Stoke-on-Trent,415305,307082,D,7.680241702624166
V06638,Time for Teeth HMP Swinfen Hall,Dental service,Staffordshire and Stoke-on-Trent,413559,305890,D,6.252978820297075
V06070,Avondale House Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,404425,318355,D,6.1752079073307895
V42398,Mydentist,Dental service,Staffordshire and Stoke-on-Trent,404447,318034,D,5.059987114177625
V06058,K R Grundy Dental Surgeon,Dental service,Staffordshire and Stoke-on-Trent,404747,317889,D,4.4241582170809846
V14903,Sandy Lane Health Centre,Dental service,Staffordshire and Stoke-on-Trent,404335,317669,D,4.215047193508701
V06056,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,407840,316082,D,6.898846219786327
V06063,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,398838,306736,D,6.043020859905188
V06067,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,399150,307468,D,6.416428884826082
V80193,Carolyn Jones Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,397759,306924,P,7.058057948589245
V80198,Cheslyn Hay Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,397759,306924,P,7.058057948589245
V209165,Inspire Dental and Implant Centre,Dental service,Staffordshire and Stoke-on-Trent,404586,309393,D,6.907053614368163
V05929,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,404538,308196,D,4.601659454973059
V19856,267 High Street Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,404542,309223,D,5.867786922969538
V06699,Dental Dept.,Dental service,Staffordshire and Stoke-on-Trent,392654,305458,D,5.0781507378784445
V06701,Dental Dept.,Dental service,Staffordshire and Stoke-on-Trent,392638,305883,D,7.197613633790549
V17438,Time for Teeth HMP Oakwood,Dental service,Staffordshire and Stoke-on-Trent,392451,305586,D,5.3601934826899775
V06661,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,387666,293030,D,7.324741491161818
V06665,Willows Dental & Implant Centre,Dental service,Staffordshire and Stoke-on-Trent,387266,293218,D,7.190752665585023
V06548,Perton Dental Practice,Dental service,Staffordshire and Stoke-on-Trent,386360,299687,D,8.56375707566344
V06683,Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,386231,299508,D,8.619578940795668
V28588,Wood Road (Dental Surgery),Dental service,Staffordshire and Stoke-on-Trent,388490,299551,D,6.670472249438399
V83358,Codsall Dental Practice (Wolves) Ltd,Dental service,Staffordshire and Stoke-on-Trent,386570,303736,P,7.9779649721889
V06204,Treetops Surgery,Dental service,Staffordshire and Stoke-on-Trent,387555,302997,D,6.807521659305398
V06684,Coven Village Dental Surgery,Dental service,Staffordshire and Stoke-on-Trent,387260,303115,D,6.944514072773643
V09408,Codsall Clinic,Dental service,Staffordshire and Stoke-on-Trent,387093,303314,D,6.92784820656322
