schedule_month,region_name,commissioner_name,monthly_ud_as_delivered,monthly_uo_as_delivered,urgent_forms,any_band_unique_patients_rolling_12_month,band_1_unique_patients_rolling_12_month,band_2_or_3_unique_patients_rolling_12_month,urgent_band_1_unique_patients_rolling_12_month,other_unique_patients_rolling_12_month
2017-11-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,215419.8,NA,7640,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,436447.2,NA,15431,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,223458,NA,7470,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,340927.6,NA,10781,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,North West,Cheshire and Merseyside ICB,389463.6,NA,17121,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,North West,Greater Manchester ICB,432012.8,NA,17765,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,222061.2,NA,8168,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",196572.4,NA,9084,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,South East,Frimley ICB,88355.8,NA,4094,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,230737,NA,11448,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,South East,Kent And Medway ICB,210401.8,NA,10318,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,South East,Surrey Heartlands ICB,111185.4,NA,4339,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,South East,Sussex ICB,223698.2,NA,10051,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",97963.2,NA,3044,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",143379.8,NA,5121,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,71872.6,NA,4283,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,South West,Devon ICB,156266.6,NA,6565,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,South West,Dorset ICB,109559.2,NA,4235,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,South West,Gloucestershire ICB,65099.8,NA,2388,NA,NA,NA,NA,NA
2017-11-01T00:00:00Z,South West,Somerset ICB,81660.4,NA,3451,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",88074,NA,3719,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,88873.2,NA,4061,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,157220.6,NA,6316,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,East of England,Mid and South Essex ICB,141260.2,NA,5303,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,East of England,Norfolk and Waveney ICB,126009.8,NA,5806,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,107277.6,NA,4466,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,London,North Central London ICB,147112.8,NA,6134,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,London,North East London ICB,185329.6,NA,7886,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,London,North West London ICB,224252.4,NA,9162,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,London,South East London ICB,187497,NA,7106,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,London,South West London ICB,132366.4,NA,5670,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,151442.8,NA,4826,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,Midlands,Black Country ICB,144593,NA,4868,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,105612.8,NA,2767,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,116297.8,NA,3397,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,76129,NA,2379,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",120017.8,NA,3959,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,Midlands,Lincolnshire ICB,75314.4,NA,2898,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,Midlands,Northamptonshire ICB,71732.6,NA,3285,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,135824,NA,4464,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",51049.6,NA,1932,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,129295,NA,3482,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,195569.6,NA,7314,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,376725.4,NA,13640,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,199133.2,NA,6505,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,302491.6,NA,9647,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,North West,Cheshire and Merseyside ICB,339825.8,NA,15127,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,North West,Greater Manchester ICB,371444.4,NA,16060,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,187928.2,NA,7508,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",156323.2,NA,7543,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,South East,Frimley ICB,77503.2,NA,3619,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,194209.4,NA,9589,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,South East,Kent And Medway ICB,175974.8,NA,8887,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,South East,Surrey Heartlands ICB,87785.2,NA,3595,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,South East,Sussex ICB,194913.2,NA,9304,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",84443,NA,2904,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",116199.8,NA,4255,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,62959.4,NA,3444,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,South West,Devon ICB,130587.2,NA,5673,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,South West,Dorset ICB,90729.8,NA,3913,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,South West,Gloucestershire ICB,53852,NA,2128,NA,NA,NA,NA,NA
2017-12-01T00:00:00Z,South West,Somerset ICB,71673.2,NA,3040,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",96203.2,NA,4858,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,81342.8,NA,5195,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,148807.6,NA,7578,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,East of England,Mid and South Essex ICB,129554,NA,6491,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,East of England,Norfolk and Waveney ICB,99950,NA,6698,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,95486.6,NA,4971,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,London,North Central London ICB,141055.4,NA,6853,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,London,North East London ICB,175851.4,NA,9932,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,London,North West London ICB,222841.2,NA,11422,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,London,South East London ICB,185142,NA,9025,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,London,South West London ICB,141872.2,NA,7517,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,148767.2,NA,5870,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,Midlands,Black Country ICB,131438.2,NA,5928,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,101601.4,NA,3370,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,102264.6,NA,4189,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,67975.2,NA,2784,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",106137,NA,4400,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,Midlands,Lincolnshire ICB,70455.8,NA,3491,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,Midlands,Northamptonshire ICB,71406.8,NA,4294,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,118974.4,NA,4805,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",47977.2,NA,2272,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,121879,NA,4361,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,180773.8,NA,8100,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,332274.6,NA,15885,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,181914.8,NA,7677,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,277587.4,NA,10752,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,North West,Cheshire and Merseyside ICB,308002.6,NA,18046,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,North West,Greater Manchester ICB,341043.4,NA,18876,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,171968.8,NA,8331,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",163007.6,NA,9525,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,South East,Frimley ICB,69631.8,NA,4304,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,181286,NA,12093,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,South East,Kent And Medway ICB,166420,NA,10606,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,South East,Surrey Heartlands ICB,88510.6,NA,4642,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,South East,Sussex ICB,168700.4,NA,9783,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",79463.2,NA,3490,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",106699,NA,5418,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,60950.8,NA,3816,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,South West,Devon ICB,121685,NA,6744,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,South West,Dorset ICB,86537.6,NA,4561,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,South West,Gloucestershire ICB,55415.8,NA,2604,NA,NA,NA,NA,NA
2018-01-01T00:00:00Z,South West,Somerset ICB,62461.8,NA,3580,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",131230.4,NA,4792,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,115169.6,NA,4825,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,217315.6,NA,7577,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,East of England,Mid and South Essex ICB,188232,NA,6561,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,East of England,Norfolk and Waveney ICB,147612.8,NA,6609,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,134513,NA,5084,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,London,North Central London ICB,201153.4,NA,7389,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,London,North East London ICB,245197.6,NA,10033,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,London,North West London ICB,316098,NA,11739,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,London,South East London ICB,260637.6,NA,9310,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,London,South West London ICB,187310.4,NA,7280,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,208898.8,NA,6161,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,Midlands,Black Country ICB,196277,NA,5992,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,139580.8,NA,3440,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,144223.6,NA,4246,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,99838,NA,2803,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",149896,NA,5322,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,Midlands,Lincolnshire ICB,99398.6,NA,3378,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,Midlands,Northamptonshire ICB,96852.2,NA,4014,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,167483.2,NA,5088,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",68681,NA,2488,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,171590.8,NA,4568,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,246013.4,NA,8561,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,466289.2,NA,15984,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,246655.6,NA,7905,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,392459.8,NA,11890,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,North West,Cheshire and Merseyside ICB,437662.2,NA,18708,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,North West,Greater Manchester ICB,467437.8,NA,19019,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,239638.4,NA,9153,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",218079.8,NA,9321,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,South East,Frimley ICB,100465.4,NA,4146,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,236839,NA,11282,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,South East,Kent And Medway ICB,241505.2,NA,10708,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,South East,Surrey Heartlands ICB,122381.8,NA,4440,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,South East,Sussex ICB,242188.6,NA,10486,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",106122.4,NA,3833,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",141314.6,NA,5105,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,78380.6,NA,2850,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,South West,Devon ICB,168317.4,NA,6732,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,South West,Dorset ICB,122250.6,NA,4522,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,South West,Gloucestershire ICB,68325.6,NA,2356,NA,NA,NA,NA,NA
2018-02-01T00:00:00Z,South West,Somerset ICB,84166.6,NA,3271,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",109648.4,NA,4261,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,103758,NA,4194,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,184904.6,NA,6811,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,East of England,Mid and South Essex ICB,163337,NA,6072,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,East of England,Norfolk and Waveney ICB,133318,NA,6108,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,119442.2,NA,4630,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,London,North Central London ICB,180614.8,NA,7190,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,London,North East London ICB,206766,NA,8393,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,London,North West London ICB,280656.6,NA,10557,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,London,South East London ICB,229432.2,NA,7863,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,London,South West London ICB,163433.4,NA,6161,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,189206,NA,5360,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,Midlands,Black Country ICB,184933.6,NA,5157,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,129605.8,NA,2824,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,129746.4,NA,3591,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,86405.2,NA,2261,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",141685.8,NA,5973,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,Midlands,Lincolnshire ICB,84535,NA,2970,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,Midlands,Northamptonshire ICB,89349.6,NA,3641,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,151022,NA,4076,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",65480.8,NA,2057,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,156563,NA,3783,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,219671,NA,7486,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,423771.6,NA,14607,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,215989.6,NA,6615,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,343313,NA,10005,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,North West,Cheshire and Merseyside ICB,415229.4,NA,16565,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,North West,Greater Manchester ICB,438764.4,NA,16976,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,218200.2,NA,7946,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",197719.2,NA,9075,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,South East,Frimley ICB,90452.6,NA,3941,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,220309.2,NA,10599,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,South East,Kent And Medway ICB,201314.4,NA,9073,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,South East,Surrey Heartlands ICB,106737.8,NA,3836,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,South East,Sussex ICB,219227,NA,9019,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",96179.6,NA,3173,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",130925.2,NA,4729,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,68930.6,NA,2320,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,South West,Devon ICB,142186.6,NA,5827,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,South West,Dorset ICB,107277.2,NA,4011,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,South West,Gloucestershire ICB,68676.2,NA,2544,NA,NA,NA,NA,NA
2018-03-01T00:00:00Z,South West,Somerset ICB,72851.8,NA,2905,NA,NA,NA,NA,NA
2018-04-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",49746.8,NA,2157,383306,265148,151382,45324,2264
2018-04-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,47634.8,NA,2289,338176,259021,124319,30679,1358
2018-04-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,80151.2,NA,3270,654437,460908,255851,73882,2556
2018-04-01T00:00:00Z,East of England,Mid and South Essex ICB,74810.6,NA,3092,539210,375470,219622,62508,2816
2018-04-01T00:00:00Z,East of England,Norfolk and Waveney ICB,55106.4,NA,3058,425849,312755,155717,53649,6713
2018-04-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,55320.4,NA,2373,407040,295620,151326,47364,4692
2018-04-01T00:00:00Z,London,North Central London ICB,72192,NA,3026,515754,297632,238166,70791,2769
2018-04-01T00:00:00Z,London,North East London ICB,94424,NA,3854,664563,363648,321313,93990,7051
2018-04-01T00:00:00Z,London,North West London ICB,109855.8,NA,4948,773851,439724,367737,107860,4619
2018-04-01T00:00:00Z,London,South East London ICB,88673.2,NA,3756,658697,388906,301988,84744,3853
2018-04-01T00:00:00Z,London,South West London ICB,69500,NA,2923,517227,327602,217902,70547,3150
2018-04-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,75324.6,NA,2397,532055,336787,246307,55537,5013
2018-04-01T00:00:00Z,Midlands,Black Country ICB,80551.8,NA,2763,514519,319478,234449,50998,8408
2018-04-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,60943.8,NA,1593,425299,313056,160156,31230,4155
2018-04-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,59110.8,NA,2174,433112,328866,170663,38479,5327
2018-04-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,39432.4,NA,1364,293054,217206,111163,25703,2072
2018-04-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",62778.2,NA,2473,474964,350928,179305,45925,4346
2018-04-01T00:00:00Z,Midlands,Lincolnshire ICB,40561.6,NA,1616,302187,226535,113988,32868,4103
2018-04-01T00:00:00Z,Midlands,Northamptonshire ICB,37827.8,NA,2002,297194,211085,112865,38391,3015
2018-04-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,66561,NA,2379,499757,360201,203353,46965,3589
2018-04-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",28085.8,NA,1159,205834,151349,81395,20731,2179
2018-04-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,77222.4,NA,2274,503452,371049,203207,42227,5514
2018-04-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,95702,NA,3909,727533,553275,268927,70838,7186
2018-04-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,186537.2,NA,7708,1318736,905393,553039,149213,16172
2018-04-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,101286.2,NA,3782,752027,538620,311020,71813,7071
2018-04-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,151668.2,NA,5229,1067374,787786,433599,103241,8411
2018-04-01T00:00:00Z,North West,Cheshire and Merseyside ICB,151988,NA,8413,1189553,790935,520143,164310,11294
2018-04-01T00:00:00Z,North West,Greater Manchester ICB,181579,NA,8892,1269053,892522,522768,164012,11878
2018-04-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,94495.4,NA,4070,681671,488508,278337,78216,7600
2018-04-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",85897.4,NA,4087,674814,498156,245100,84814,2252
2018-04-01T00:00:00Z,South East,Frimley ICB,38507,NA,2029,298528,207127,114783,41105,939
2018-04-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,94022.4,NA,5106,737809,529130,273549,106171,3821
2018-04-01T00:00:00Z,South East,Kent And Medway ICB,91557.4,NA,4419,703211,474742,278027,101139,3943
2018-04-01T00:00:00Z,South East,Surrey Heartlands ICB,45371,NA,1807,362431,271019,130806,40734,1388
2018-04-01T00:00:00Z,South East,Sussex ICB,93870.8,NA,4581,689076,482975,274135,92572,3908
2018-04-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",45194.8,NA,1674,310743,232532,117354,28632,2212
2018-04-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",62570.2,NA,2491,450648,331315,180572,47918,7338
2018-04-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,34954.8,NA,2798,234941,161820,90302,35806,2061
2018-04-01T00:00:00Z,South West,Devon ICB,69451,NA,3129,491040,351932,192605,60487,4738
2018-04-01T00:00:00Z,South West,Dorset ICB,47763.2,NA,2180,323660,234606,127684,37564,2408
2018-04-01T00:00:00Z,South West,Gloucestershire ICB,27511.2,NA,1035,189794,141552,70771,17836,1256
2018-04-01T00:00:00Z,South West,Somerset ICB,39473.4,NA,1832,248194,176275,101244,30617,2192
2018-05-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",89830.4,NA,4252,382550,264751,150805,45196,2244
2018-05-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,83204.6,NA,4132,338098,259078,124065,30635,1348
2018-05-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,163884.6,NA,6870,653571,460333,255442,73689,2513
2018-05-01T00:00:00Z,East of England,Mid and South Essex ICB,145105.8,NA,5849,538956,375133,219245,62344,2829
2018-05-01T00:00:00Z,East of England,Norfolk and Waveney ICB,125290.8,NA,6062,426764,313234,156162,53368,6655
