schedule_month,region_name,commissioner_name,monthly_ud_as_delivered,monthly_uo_as_delivered,urgent_forms,any_band_unique_patients_rolling_12_month,band_1_unique_patients_rolling_12_month,band_2_or_3_unique_patients_rolling_12_month,urgent_band_1_unique_patients_rolling_12_month,other_unique_patients_rolling_12_month
2016-09-01T00:00:00Z,London,South East London ICB,215926.2,NA,8090,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,London,South West London ICB,155070.8,NA,6563,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,161764.4,NA,5902,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,Midlands,Black Country ICB,169736.2,NA,5520,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,117224.8,NA,3067,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,124511.4,NA,4113,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,80451,NA,2697,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",128789.8,NA,4674,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,Midlands,Lincolnshire ICB,79423.4,NA,3356,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,Midlands,Northamptonshire ICB,83809.4,NA,3825,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,141577.6,NA,4333,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",58836,NA,2123,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,147368.4,NA,4357,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,213048.4,NA,8086,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,404281.8,NA,15920,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,206413,NA,7810,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,300759.8,NA,10541,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,North West,Cheshire and Merseyside ICB,365887,NA,17626,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,North West,Greater Manchester ICB,385027.8,NA,18161,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,196376.6,NA,8449,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",174793,NA,7967,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,South East,Frimley ICB,78834.2,NA,3893,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,206651,NA,10687,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,South East,Kent And Medway ICB,197438.4,NA,11403,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,South East,Surrey Heartlands ICB,99912.8,NA,4152,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,South East,Sussex ICB,204440.4,NA,9515,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",89806.6,NA,3093,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",121871.8,NA,4488,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,69905,NA,4182,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,South West,Devon ICB,148035.2,NA,7097,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,South West,Dorset ICB,97225.2,NA,4416,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,South West,Gloucestershire ICB,62447.6,NA,2280,NA,NA,NA,NA,NA
2016-09-01T00:00:00Z,South West,Somerset ICB,70523.6,NA,3076,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",94140.8,NA,3876,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,92441.8,NA,4122,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,165150.2,NA,6263,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,East of England,Mid and South Essex ICB,154443,NA,5863,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,East of England,Norfolk and Waveney ICB,128926.2,NA,6291,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,112742.4,NA,4801,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,London,North Central London ICB,150889.6,NA,5970,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,London,North East London ICB,203386,NA,8454,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,London,North West London ICB,246682.4,NA,10103,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,London,South East London ICB,202244.2,NA,7184,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,London,South West London ICB,145601.8,NA,6055,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,173271.4,NA,5586,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,Midlands,Black Country ICB,164988.8,NA,5215,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,111694.4,NA,2892,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,119389,NA,3702,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,82376.2,NA,2491,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",127660.4,NA,4247,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,Midlands,Lincolnshire ICB,82263.6,NA,3121,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,Midlands,Northamptonshire ICB,77638,NA,3570,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,145078.8,NA,4114,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",55463.4,NA,1990,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,147061.4,NA,3912,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,213580.6,NA,7317,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,425191.8,NA,15378,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,205277.8,NA,6859,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,302883.8,NA,10313,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,North West,Cheshire and Merseyside ICB,360543.2,NA,16547,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,North West,Greater Manchester ICB,400819.4,NA,17262,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,198566,NA,7924,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",153794,NA,7105,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,South East,Frimley ICB,75634.6,NA,3396,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,200374.2,NA,9832,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,South East,Kent And Medway ICB,195758.2,NA,11300,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,South East,Surrey Heartlands ICB,92178,NA,3955,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,South East,Sussex ICB,205687.4,NA,9040,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",93620,NA,3150,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",123767.8,NA,4198,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,66787.2,NA,3746,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,South West,Devon ICB,147525.6,NA,6067,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,South West,Dorset ICB,99955.6,NA,4284,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,South West,Gloucestershire ICB,59564,NA,2214,NA,NA,NA,NA,NA
2016-10-01T00:00:00Z,South West,Somerset ICB,70979.2,NA,2958,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",119258.8,NA,4390,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,110628.8,NA,4894,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,190927.8,NA,6864,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,East of England,Mid and South Essex ICB,170630.8,NA,6464,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,East of England,Norfolk and Waveney ICB,136793.8,NA,6273,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,125449.2,NA,5106,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,London,North Central London ICB,175423.8,NA,7381,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,London,North East London ICB,224029.4,NA,9060,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,London,North West London ICB,273311.6,NA,11047,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,London,South East London ICB,229500.4,NA,8123,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,London,South West London ICB,161844.2,NA,6640,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,193222,NA,6013,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,Midlands,Black Country ICB,171223.8,NA,5131,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,121944.6,NA,3126,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,135527,NA,3984,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,90584.6,NA,2697,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",143004.2,NA,4609,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,Midlands,Lincolnshire ICB,89958.8,NA,3354,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,Midlands,Northamptonshire ICB,88046.4,NA,3680,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,161644,NA,4580,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",61098.2,NA,2140,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,154848,NA,4361,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,232491.4,NA,7913,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,447118.8,NA,15726,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,220881,NA,7460,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,339849.4,NA,10917,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,North West,Cheshire and Merseyside ICB,404529.4,NA,18294,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,North West,Greater Manchester ICB,436646.4,NA,18177,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,218641,NA,8396,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",192263.8,NA,8295,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,South East,Frimley ICB,82659.6,NA,3607,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,225130.4,NA,10623,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,South East,Kent And Medway ICB,216726.2,NA,10664,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,South East,Surrey Heartlands ICB,108720,NA,4010,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,South East,Sussex ICB,221546.4,NA,9398,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",99415.6,NA,3428,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",130818.4,NA,4417,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,75689,NA,3965,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,South West,Devon ICB,157432.2,NA,6621,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,South West,Dorset ICB,109660.6,NA,4625,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,South West,Gloucestershire ICB,67167,NA,2202,NA,NA,NA,NA,NA
2016-11-01T00:00:00Z,South West,Somerset ICB,77737.2,NA,2964,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",93577.8,NA,4061,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,91818.6,NA,3744,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,170718.6,NA,6461,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,East of England,Mid and South Essex ICB,148583,NA,5730,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,East of England,Norfolk and Waveney ICB,129259.6,NA,6099,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,114043.8,NA,4793,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,London,North Central London ICB,159464.4,NA,6404,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,London,North East London ICB,198476.6,NA,7834,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,London,North West London ICB,244462.4,NA,9905,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,London,South East London ICB,204925.2,NA,8222,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,London,South West London ICB,148332.6,NA,6551,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,168759,NA,5201,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,Midlands,Black Country ICB,158022.8,NA,4951,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,110342.2,NA,2738,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,120440.2,NA,3766,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,83268.6,NA,2451,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",129651.2,NA,4124,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,Midlands,Lincolnshire ICB,83500.2,NA,3027,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,Midlands,Northamptonshire ICB,81951.8,NA,3755,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,145805.6,NA,4232,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",55129.6,NA,2056,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,148061.8,NA,4175,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,215703,NA,7521,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,417331,NA,15117,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,199221.4,NA,6514,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,318920.6,NA,10482,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,North West,Cheshire and Merseyside ICB,360830.2,NA,16480,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,North West,Greater Manchester ICB,397151,NA,17160,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,207478.2,NA,7876,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",169132.6,NA,7948,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,South East,Frimley ICB,78498.2,NA,3701,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,205407.6,NA,9868,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,South East,Kent And Medway ICB,192212,NA,10374,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,South East,Surrey Heartlands ICB,96427.8,NA,3936,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,South East,Sussex ICB,206162.8,NA,9081,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",93831.8,NA,3272,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",109099,NA,3743,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,71422,NA,3751,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,South West,Devon ICB,144390.6,NA,5872,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,South West,Dorset ICB,102662,NA,4125,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,South West,Gloucestershire ICB,62255,NA,2169,NA,NA,NA,NA,NA
2016-12-01T00:00:00Z,South West,Somerset ICB,76455.4,NA,3115,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",99930.8,NA,5183,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,88122.6,NA,5305,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,160446.2,NA,7663,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,East of England,Mid and South Essex ICB,135747.2,NA,6881,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,East of England,Norfolk and Waveney ICB,118023.8,NA,7294,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,100649.2,NA,5375,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,London,North Central London ICB,142804.8,NA,7196,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,London,North East London ICB,187491.6,NA,10260,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,London,North West London ICB,225476.4,NA,11653,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,London,South East London ICB,193200,NA,9532,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,London,South West London ICB,139179.8,NA,7346,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,156523,NA,6239,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,Midlands,Black Country ICB,146090.2,NA,5979,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,107587.8,NA,3428,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,116327.2,NA,4885,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,75245.8,NA,3044,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",128864.2,NA,5169,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,Midlands,Lincolnshire ICB,74165.6,NA,3553,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,Midlands,Northamptonshire ICB,75596.4,NA,4164,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,129972,NA,4853,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",51287.8,NA,2337,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,132521,NA,4877,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,193006,NA,8591,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,364733.8,NA,17322,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,175383.6,NA,7959,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,288506.2,NA,11176,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,North West,Cheshire and Merseyside ICB,331549.6,NA,19437,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,North West,Greater Manchester ICB,374997.4,NA,19801,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,180262.4,NA,8564,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",173805.8,NA,9881,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,South East,Frimley ICB,81362.2,NA,4889,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,195525.8,NA,12726,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,South East,Kent And Medway ICB,178313.4,NA,11819,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,South East,Surrey Heartlands ICB,92007.8,NA,4472,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,South East,Sussex ICB,189864.6,NA,10513,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,South West,"Bath and North East Somerset, Swindon And Wiltshire ICB",85496,NA,3459,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,South West,"Bristol, North Somerset and South Gloucestershire ICB",121871.2,NA,5619,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,South West,Cornwall and the Isles Of Scilly ICB,66980.2,NA,4184,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,South West,Devon ICB,130352.4,NA,7058,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,South West,Dorset ICB,90373.6,NA,4869,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,South West,Gloucestershire ICB,55610.8,NA,2409,NA,NA,NA,NA,NA
2017-01-01T00:00:00Z,South West,Somerset ICB,68528.6,NA,3587,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,East of England,"Bedfordshire, Luton and Milton Keynes ICB",110761.8,NA,4160,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,East of England,Cambridgeshire and Peterborough ICB,102458.4,NA,4189,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,East of England,Hertfordshire and West Essex ICB,185803.4,NA,6339,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,East of England,Mid and South Essex ICB,163793.6,NA,5666,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,East of England,Norfolk and Waveney ICB,132853.6,NA,5686,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,East of England,Suffolk and North East Essex ICB,115552.2,NA,4283,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,London,North Central London ICB,176721.2,NA,6815,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,London,North East London ICB,209511.4,NA,8620,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,London,North West London ICB,265681,NA,10383,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,London,South East London ICB,229410.6,NA,8399,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,London,South West London ICB,163190.4,NA,6173,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,Midlands,Birmingham and Solihull ICB,181764.8,NA,5644,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,Midlands,Black Country ICB,156675,NA,4703,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,Midlands,Coventry and Warwickshire ICB,119992.2,NA,2780,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,Midlands,Derby and Derbyshire ICB,132941.6,NA,3620,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,Midlands,Herefordshire and Worcestershire ICB,85193.2,NA,2293,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,Midlands,"Leicester, Leicestershire and Rutland ICB",134910.2,NA,4229,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,Midlands,Lincolnshire ICB,85292.4,NA,2898,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,Midlands,Northamptonshire ICB,84620.2,NA,3862,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,Midlands,Nottingham and Nottinghamshire ICB,151358.8,NA,4238,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,Midlands,"Shropshire, Telford and Wrekin ICB",58528.6,NA,1998,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,Midlands,Staffordshire and Stoke-on-Trent ICB,146037.8,NA,3954,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,North East and Yorkshire,Humber and North Yorkshire ICB,222570.4,NA,8010,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,North East and Yorkshire,North East and North Cumbria ICB,427590.2,NA,14643,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,North East and Yorkshire,South Yorkshire ICB,219476.8,NA,7147,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,North East and Yorkshire,West Yorkshire ICB,322628,NA,10217,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,North West,Cheshire and Merseyside ICB,372003.4,NA,16322,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,North West,Greater Manchester ICB,426380.6,NA,17288,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,North West,Lancashire and South Cumbria ICB,211347.8,NA,7577,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,South East,"Buckinghamshire, Oxfordshire and Berkshire West ICB",191475,NA,8444,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,South East,Frimley ICB,85178.6,NA,3712,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,South East,Hampshire and Isle Of Wight ICB,217682.6,NA,9897,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,South East,Kent And Medway ICB,211175.6,NA,9931,NA,NA,NA,NA,NA
2017-02-01T00:00:00Z,South East,Surrey Heartlands ICB,105528,NA,3659,NA,NA,NA,NA,NA
