"","DATE","SUB_ICB_CODE","LA_CODE","PATIENT_TYPE","POP"
"4441",2020-03-31,NA,"E10000030","Adult",932476
"4442",2020-03-31,NA,"E10000030","Child",263760
"4443",2020-03-31,NA,"E10000031","Adult",460213
"4444",2020-03-31,NA,"E10000031","Child",117720
"4445",2020-03-31,NA,"E10000032","Adult",687873
"4446",2020-03-31,NA,"E10000032","Child",176107
"4447",2020-03-31,NA,"E10000034","Adult",476926
"4448",2020-03-31,NA,"E10000034","Child",118860
"4449",2020-06-30,"00L",NA,"Adult",261263
"4450",2020-06-30,"00L",NA,"Child",59011
"4451",2020-06-30,"00N",NA,"Adult",120345
"4452",2020-06-30,"00N",NA,"Child",29920
"4453",2020-06-30,"00P",NA,"Adult",222854
"4454",2020-06-30,"00P",NA,"Child",54563
"4455",2020-06-30,"00Q",NA,"Adult",110461
"4456",2020-06-30,"00Q",NA,"Child",38481
"4457",2020-06-30,"00R",NA,"Adult",110401
"4458",2020-06-30,"00R",NA,"Child",28904
"4459",2020-06-30,"00T",NA,"Adult",217702
"4460",2020-06-30,"00T",NA,"Child",67670
"4461",2020-06-30,"00V",NA,"Adult",146966
"4462",2020-06-30,"00V",NA,"Child",43142
"4463",2020-06-30,"00X",NA,"Adult",139991
"4464",2020-06-30,"00X",NA,"Child",36871
"4465",2020-06-30,"00Y",NA,"Adult",176207
"4466",2020-06-30,"00Y",NA,"Child",59416
"4467",2020-06-30,"01A",NA,"Adult",294361
"4468",2020-06-30,"01A",NA,"Child",85652
"4469",2020-06-30,"01D",NA,"Adult",167312
"4470",2020-06-30,"01D",NA,"Child",52689
"4471",2020-06-30,"01E",NA,"Adult",158987
"4472",2020-06-30,"01E",NA,"Child",43575
"4473",2020-06-30,"01F",NA,"Adult",99815
"4474",2020-06-30,"01F",NA,"Child",28617
"4475",2020-06-30,"01G",NA,"Adult",197842
"4476",2020-06-30,"01G",NA,"Child",56566
"4477",2020-06-30,"01H",NA,"Adult",258613
"4478",2020-06-30,"01H",NA,"Child",60018
"4479",2020-06-30,"01J",NA,"Adult",116094
"4480",2020-06-30,"01J",NA,"Child",33477
"4481",2020-06-30,"01K",NA,"Adult",269887
"4482",2020-06-30,"01K",NA,"Child",60685
"4483",2020-06-30,"01T",NA,"Adult",126985
"4484",2020-06-30,"01T",NA,"Child",32252
"4485",2020-06-30,"01V",NA,"Adult",94578
"4486",2020-06-30,"01V",NA,"Child",21581
"4487",2020-06-30,"01W",NA,"Adult",228634
"4488",2020-06-30,"01W",NA,"Child",63141
"4489",2020-06-30,"01X",NA,"Adult",143264
"4490",2020-06-30,"01X",NA,"Child",36785
"4491",2020-06-30,"01Y",NA,"Adult",201650
"4492",2020-06-30,"01Y",NA,"Child",56963
"4493",2020-06-30,"02A",NA,"Adult",180283
"4494",2020-06-30,"02A",NA,"Child",56087
"4495",2020-06-30,"02E",NA,"Adult",165063
"4496",2020-06-30,"02E",NA,"Child",44484
"4497",2020-06-30,"02G",NA,"Adult",91851
"4498",2020-06-30,"02G",NA,"Child",22098
"4499",2020-06-30,"02H",NA,"Adult",257700
"4500",2020-06-30,"02H",NA,"Child",68388
"4501",2020-06-30,"02M",NA,"Adult",158089
"4502",2020-06-30,"02M",NA,"Child",34332
"4503",2020-06-30,"02P",NA,"Adult",194472
"4504",2020-06-30,"02P",NA,"Child",50727
"4505",2020-06-30,"02Q",NA,"Adult",93615
"4506",2020-06-30,"02Q",NA,"Child",23224
"4507",2020-06-30,"02T",NA,"Adult",164061
"4508",2020-06-30,"02T",NA,"Child",46021
"4509",2020-06-30,"02X",NA,"Adult",244094
"4510",2020-06-30,"02X",NA,"Child",66448
"4511",2020-06-30,"02Y",NA,"Adult",258510
"4512",2020-06-30,"02Y",NA,"Child",58894
"4513",2020-06-30,"03A",NA,"Adult",193096
"4514",2020-06-30,"03A",NA,"Child",52881
"4515",2020-06-30,"03F",NA,"Adult",203622
"4516",2020-06-30,"03F",NA,"Child",57023
"4517",2020-06-30,"03H",NA,"Adult",125318
"4518",2020-06-30,"03H",NA,"Child",34503
"4519",2020-06-30,"03J",NA,"Adult",145457
"4520",2020-06-30,"03J",NA,"Child",47293
"4521",2020-06-30,"03K",NA,"Adult",136291
"4522",2020-06-30,"03K",NA,"Child",35714
"4523",2020-06-30,"03L",NA,"Adult",207475
"4524",2020-06-30,"03L",NA,"Child",57196
"4525",2020-06-30,"03N",NA,"Adult",465009
"4526",2020-06-30,"03N",NA,"Child",117497
"4527",2020-06-30,"03Q",NA,"Adult",296601
"4528",2020-06-30,"03Q",NA,"Child",66354
"4529",2020-06-30,"03R",NA,"Adult",272145
"4530",2020-06-30,"03R",NA,"Child",72893
"4531",2020-06-30,"03W",NA,"Adult",267324
"4532",2020-06-30,"03W",NA,"Child",68476
"4533",2020-06-30,"04C",NA,"Adult",271224
"4534",2020-06-30,"04C",NA,"Child",83994
"4535",2020-06-30,"04F",NA,"Adult",205415
"4536",2020-06-30,"04F",NA,"Child",69587
"4537",2020-06-30,"04V",NA,"Adult",322527
"4538",2020-06-30,"04V",NA,"Child",79638
"4539",2020-06-30,"04Y",NA,"Adult",109696
"4540",2020-06-30,"04Y",NA,"Child",27278
"4541",2020-06-30,"05A",NA,"Adult",370892
"4542",2020-06-30,"05A",NA,"Child",103087
"4543",2020-06-30,"05C",NA,"Adult",251361
"4544",2020-06-30,"05C",NA,"Child",69265
"4545",2020-06-30,"05D",NA,"Adult",100701
"4546",2020-06-30,"05D",NA,"Child",27717
"4547",2020-06-30,"05G",NA,"Adult",179334
"4548",2020-06-30,"05G",NA,"Child",40237
"4549",2020-06-30,"05H",NA,"Adult",153180
"4550",2020-06-30,"05H",NA,"Child",40572
"4551",2020-06-30,"05L",NA,"Adult",375701
"4552",2020-06-30,"05L",NA,"Child",128940
"4553",2020-06-30,"05N",NA,"Adult",260435
"4554",2020-06-30,"05N",NA,"Child",59839
"4555",2020-06-30,"05Q",NA,"Adult",182389
"4556",2020-06-30,"05Q",NA,"Child",43748
"4557",2020-06-30,"05R",NA,"Adult",218801
"4558",2020-06-30,"05R",NA,"Child",51263
"4559",2020-06-30,"05V",NA,"Adult",126545
"4560",2020-06-30,"05V",NA,"Child",29258
"4561",2020-06-30,"05W",NA,"Adult",205235
"4562",2020-06-30,"05W",NA,"Child",58914
"4563",2020-06-30,"05X",NA,"Adult",137179
"4564",2020-06-30,"05X",NA,"Child",40620
"4565",2020-06-30,"05Y",NA,"Adult",215221
"4566",2020-06-30,"05Y",NA,"Child",68157
"4567",2020-06-30,"06A",NA,"Adult",200764
"4568",2020-06-30,"06A",NA,"Child",61244
"4569",2020-06-30,"06F",NA,"Adult",352626
"4570",2020-06-30,"06F",NA,"Child",102603
"4571",2020-06-30,"06H",NA,"Adult",694226
"4572",2020-06-30,"06H",NA,"Child",194886
"4573",2020-06-30,"06K",NA,"Adult",443779
"4574",2020-06-30,"06K",NA,"Child",125299
"4575",2020-06-30,"06L",NA,"Adult",326598
"4576",2020-06-30,"06L",NA,"Child",82650
"4577",2020-06-30,"06N",NA,"Adult",454127
"4578",2020-06-30,"06N",NA,"Child",141543
"4579",2020-06-30,"06P",NA,"Adult",156734
"4580",2020-06-30,"06P",NA,"Child",57375
"4581",2020-06-30,"06Q",NA,"Adult",310806
"4582",2020-06-30,"06Q",NA,"Child",82259
"4583",2020-06-30,"06T",NA,"Adult",271308
"4584",2020-06-30,"06T",NA,"Child",67018
"4585",2020-06-30,"07G",NA,"Adult",128763
"4586",2020-06-30,"07G",NA,"Child",43762
"4587",2020-06-30,"07H",NA,"Adult",238024
"4588",2020-06-30,"07H",NA,"Child",68886
"4589",2020-06-30,"07K",NA,"Adult",183651
"4590",2020-06-30,"07K",NA,"Child",47346
"4591",2020-06-30,"07L",NA,"Adult",148597
"4592",2020-06-30,"07L",NA,"Child",63401
"4593",2020-06-30,"07P",NA,"Adult",252902
"4594",2020-06-30,"07P",NA,"Child",77893
"4595",2020-06-30,"07T",NA,"Adult",223263
"4596",2020-06-30,"07T",NA,"Child",65108
"4597",2020-06-30,"07W",NA,"Adult",260250
"4598",2020-06-30,"07W",NA,"Child",81732
"4599",2020-06-30,"07Y",NA,"Adult",205884
"4600",2020-06-30,"07Y",NA,"Child",64898
"4601",2020-06-30,"08C",NA,"Adult",148528
"4602",2020-06-30,"08C",NA,"Child",36898
"4603",2020-06-30,"08E",NA,"Adult",191776
"4604",2020-06-30,"08E",NA,"Child",58373
"4605",2020-06-30,"08F",NA,"Adult",200269
"4606",2020-06-30,"08F",NA,"Child",57541
"4607",2020-06-30,"08G",NA,"Adult",231447
"4608",2020-06-30,"08G",NA,"Child",73377
"4609",2020-06-30,"08M",NA,"Adult",265438
"4610",2020-06-30,"08M",NA,"Child",86567
"4611",2020-06-30,"08N",NA,"Adult",227699
"4612",2020-06-30,"08N",NA,"Child",76159
"4613",2020-06-30,"08V",NA,"Adult",246732
"4614",2020-06-30,"08V",NA,"Child",70973
"4615",2020-06-30,"08W",NA,"Adult",209683
"4616",2020-06-30,"08W",NA,"Child",67017
"4617",2020-06-30,"08Y",NA,"Adult",183335
"4618",2020-06-30,"08Y",NA,"Child",42764
"4619",2020-06-30,"09A",NA,"Adult",152063
"4620",2020-06-30,"09A",NA,"Child",33359
"4621",2020-06-30,"09D",NA,"Adult",239390
"4622",2020-06-30,"09D",NA,"Child",51005
"4623",2020-06-30,"10C",NA,"Adult",76072
"4624",2020-06-30,"10C",NA,"Child",20402
"4625",2020-06-30,"10J",NA,"Adult",174633
"4626",2020-06-30,"10J",NA,"Child",49162
"4627",2020-06-30,"10K",NA,"Adult",161680
"4628",2020-06-30,"10K",NA,"Child",39942
"4629",2020-06-30,"10L",NA,"Adult",116669
"4630",2020-06-30,"10L",NA,"Child",24869
"4631",2020-06-30,"10Q",NA,"Adult",531019
"4632",2020-06-30,"10Q",NA,"Child",141395
"4633",2020-06-30,"10R",NA,"Adult",171087
"4634",2020-06-30,"10R",NA,"Child",44046
"4635",2020-06-30,"10V",NA,"Adult",172884
"4636",2020-06-30,"10V",NA,"Child",43495
"4637",2020-06-30,"10X",NA,"Adult",201964
"4638",2020-06-30,"10X",NA,"Child",50832
"4639",2020-06-30,"11A",NA,"Adult",452844
"4640",2020-06-30,"11A",NA,"Child",114035
"4641",2020-06-30,"11J",NA,"Adult",629008
"4642",2020-06-30,"11J",NA,"Child",143260
"4643",2020-06-30,"11M",NA,"Adult",505422
"4644",2020-06-30,"11M",NA,"Child",128136
"4645",2020-06-30,"11N",NA,"Adult",460032
"4646",2020-06-30,"11N",NA,"Child",108178
"4647",2020-06-30,"11X",NA,"Adult",448699
"4648",2020-06-30,"11X",NA,"Child",110700
"4649",2020-06-30,"12F",NA,"Adult",255659
"4650",2020-06-30,"12F",NA,"Child",67576
"4651",2020-06-30,"13T",NA,"Adult",405043
"4652",2020-06-30,"13T",NA,"Child",97661
"4653",2020-06-30,"14L",NA,"Adult",425665
"4654",2020-06-30,"14L",NA,"Child",121962
"4655",2020-06-30,"14Y",NA,"Adult",417667
"4656",2020-06-30,"14Y",NA,"Child",124845
"4657",2020-06-30,"15A",NA,"Adult",377474
"4658",2020-06-30,"15A",NA,"Child",112235
"4659",2020-06-30,"15C",NA,"Adult",763650
"4660",2020-06-30,"15C",NA,"Child",196318
"4661",2020-06-30,"15D",NA,"Adult",327215
"4662",2020-06-30,"15D",NA,"Child",107248
"4663",2020-06-30,"15E",NA,"Adult",890706
"4664",2020-06-30,"15E",NA,"Child",288314
"4665",2020-06-30,"15F",NA,"Adult",621018
"4666",2020-06-30,"15F",NA,"Child",168176
"4667",2020-06-30,"15M",NA,"Adult",813469
"4668",2020-06-30,"15M",NA,"Child",206431
"4669",2020-06-30,"15N",NA,"Adult",970313
"4670",2020-06-30,"15N",NA,"Child",223853
"4671",2020-06-30,"16C",NA,"Adult",528164
"4672",2020-06-30,"16C",NA,"Child",146120
"4673",2020-06-30,"18C",NA,"Adult",630278
"4674",2020-06-30,"18C",NA,"Child",153886
"4675",2020-06-30,"26A",NA,"Adult",828425
"4676",2020-06-30,"26A",NA,"Child",193566
"4677",2020-06-30,"27D",NA,"Adult",576715
"4678",2020-06-30,"27D",NA,"Child",144577
"4679",2020-06-30,"36J",NA,"Adult",436676
"4680",2020-06-30,"36J",NA,"Child",151260
"4681",2020-06-30,"36L",NA,"Adult",1156654
"4682",2020-06-30,"36L",NA,"Child",338251
"4683",2020-06-30,"42D",NA,"Adult",345315
"4684",2020-06-30,"42D",NA,"Child",81506
"4685",2020-06-30,"52R",NA,"Adult",825387
"4686",2020-06-30,"52R",NA,"Child",211969
"4687",2020-06-30,"70F",NA,"Adult",679045
"4688",2020-06-30,"70F",NA,"Child",173016
"4689",2020-06-30,"71E",NA,"Adult",610192
"4690",2020-06-30,"71E",NA,"Child",145641
"4691",2020-06-30,"72Q",NA,"Adult",1414216
"4692",2020-06-30,"72Q",NA,"Child",397033
"4693",2020-06-30,"78H",NA,"Adult",564282
"4694",2020-06-30,"78H",NA,"Child",166368
"4695",2020-06-30,"84H",NA,"Adult",425940
"4696",2020-06-30,"84H",NA,"Child",101040
"4697",2020-06-30,"91Q",NA,"Adult",1441947
"4698",2020-06-30,"91Q",NA,"Child",404531
"4699",2020-06-30,"92A",NA,"Adult",811944
"4700",2020-06-30,"92A",NA,"Child",231589
"4701",2020-06-30,"92G",NA,"Adult",724991
"4702",2020-06-30,"92G",NA,"Child",193437
"4703",2020-06-30,"93C",NA,"Adult",1167324
"4704",2020-06-30,"93C",NA,"Child",330677
"4705",2020-06-30,"97R",NA,"Adult",448212
"4706",2020-06-30,"97R",NA,"Child",106378
"4707",2020-06-30,"99A",NA,"Adult",399912
"4708",2020-06-30,"99A",NA,"Child",94902
"4709",2020-06-30,"99C",NA,"Adult",164625
"4710",2020-06-30,"99C",NA,"Child",41360
"4711",2020-06-30,"99E",NA,"Adult",203378
"4712",2020-06-30,"99E",NA,"Child",59034
"4713",2020-06-30,"99F",NA,"Adult",143076
"4714",2020-06-30,"99F",NA,"Child",33975
"4715",2020-06-30,"99G",NA,"Adult",142923
"4716",2020-06-30,"99G",NA,"Child",39540
"4717",2020-06-30,"99M",NA,"Adult",164261
"4718",2020-06-30,"99M",NA,"Child",47329
"4719",2020-06-30,NA,"E06000001","Adult",73609
"4720",2020-06-30,NA,"E06000001","Child",20054
"4721",2020-06-30,NA,"E06000002","Adult",108186
"4722",2020-06-30,NA,"E06000002","Child",32794
"4723",2020-06-30,NA,"E06000003","Adult",109542
"4724",2020-06-30,NA,"E06000003","Child",27608
"4725",2020-06-30,NA,"E06000004","Adult",153500
"4726",2020-06-30,NA,"E06000004","Child",43848
"4727",2020-06-30,NA,"E06000005","Adult",84274
"4728",2020-06-30,NA,"E06000005","Child",22529
"4729",2020-06-30,NA,"E06000006","Adult",100640
"4730",2020-06-30,NA,"E06000006","Child",28770
"4731",2020-06-30,NA,"E06000007","Adult",165623
"4732",2020-06-30,NA,"E06000007","Child",44391
"4733",2020-06-30,NA,"E06000008","Adult",110954
"4734",2020-06-30,NA,"E06000008","Child",38742
"4735",2020-06-30,NA,"E06000009","Adult",110231
"4736",2020-06-30,NA,"E06000009","Child",29215
"4737",2020-06-30,NA,"E06000010","Adult",202408
"4738",2020-06-30,NA,"E06000010","Child",57370
"4739",2020-06-30,NA,"E06000011","Adult",278129
"4740",2020-06-30,NA,"E06000011","Child",63044
"4741",2020-06-30,NA,"E06000012","Adult",125045
"4742",2020-06-30,NA,"E06000012","Child",34518
"4743",2020-06-30,NA,"E06000013","Adult",136654
"4744",2020-06-30,NA,"E06000013","Child",35638
"4745",2020-06-30,NA,"E06000014","Adult",173993
"4746",2020-06-30,NA,"E06000014","Child",36625
"4747",2020-06-30,NA,"E06000015","Adult",197424
"4748",2020-06-30,NA,"E06000015","Child",59878
"4749",2020-06-30,NA,"E06000016","Adult",270142
"4750",2020-06-30,NA,"E06000016","Child",84082
"4751",2020-06-30,NA,"E06000017","Adult",32073
"4752",2020-06-30,NA,"E06000017","Child",7854
"4753",2020-06-30,NA,"E06000018","Adult",263829
"4754",2020-06-30,NA,"E06000018","Child",69071
"4755",2020-06-30,NA,"E06000019","Adult",156753
"4756",2020-06-30,NA,"E06000019","Child",36048
"4757",2020-06-30,NA,"E06000020","Adult",138734
"4758",2020-06-30,NA,"E06000020","Child",41120
"4759",2020-06-30,NA,"E06000021","Adult",198463
"4760",2020-06-30,NA,"E06000021","Child",57912
"4761",2020-06-30,NA,"E06000022","Adult",157035
"4762",2020-06-30,NA,"E06000022","Child",36247
"4763",2020-06-30,NA,"E06000023","Adult",369241
"4764",2020-06-30,NA,"E06000023","Child",94136
"4765",2020-06-30,NA,"E06000024","Adult",171341
"4766",2020-06-30,NA,"E06000024","Child",43711
"4767",2020-06-30,NA,"E06000025","Adult",225850
"4768",2020-06-30,NA,"E06000025","Child",59243
"4769",2020-06-30,NA,"E06000026","Adult",209202
"4770",2020-06-30,NA,"E06000026","Child",52898
"4771",2020-06-30,NA,"E06000027","Adult",110705
"4772",2020-06-30,NA,"E06000027","Child",25559
"4773",2020-06-30,NA,"E06000030","Adult",171836
"4774",2020-06-30,NA,"E06000030","Child",50357
"4775",2020-06-30,NA,"E06000031","Adult",150426
"4776",2020-06-30,NA,"E06000031","Child",51833
"4777",2020-06-30,NA,"E06000032","Adult",155565
"4778",2020-06-30,NA,"E06000032","Child",57487
"4779",2020-06-30,NA,"E06000033","Adult",143387
"4780",2020-06-30,NA,"E06000033","Child",39738
"4781",2020-06-30,NA,"E06000034","Adult",129691
"4782",2020-06-30,NA,"E06000034","Child",44650
"4783",2020-06-30,NA,"E06000035","Adult",213577
"4784",2020-06-30,NA,"E06000035","Child",64979
"4785",2020-06-30,NA,"E06000036","Adult",94165
"4786",2020-06-30,NA,"E06000036","Child",28384
"4787",2020-06-30,NA,"E06000037","Adult",122855
"4788",2020-06-30,NA,"E06000037","Child",35595
"4789",2020-06-30,NA,"E06000038","Adult",124771
"4790",2020-06-30,NA,"E06000038","Child",37009
"4791",2020-06-30,NA,"E06000039","Adult",106427
"4792",2020-06-30,NA,"E06000039","Child",43112
"4793",2020-06-30,NA,"E06000040","Adult",116694
"4794",2020-06-30,NA,"E06000040","Child",34728
"4795",2020-06-30,NA,"E06000041","Adult",130702
"4796",2020-06-30,NA,"E06000041","Child",40417
"4797",2020-06-30,NA,"E06000042","Adult",200652
"4798",2020-06-30,NA,"E06000042","Child",68805
"4799",2020-06-30,NA,"E06000043","Adult",240618
"4800",2020-06-30,NA,"E06000043","Child",50267
"4801",2020-06-30,NA,"E06000044","Adult",171149
"4802",2020-06-30,NA,"E06000044","Child",43756
"4803",2020-06-30,NA,"E06000045","Adult",201245
"4804",2020-06-30,NA,"E06000045","Child",51275
"4805",2020-06-30,NA,"E06000046","Adult",117033
"4806",2020-06-30,NA,"E06000046","Child",24738
"4807",2020-06-30,NA,"E06000047","Adult",428626
"4808",2020-06-30,NA,"E06000047","Child",101468
"4809",2020-06-30,NA,"E06000049","Adult",306862
"4810",2020-06-30,NA,"E06000049","Child",77290
"4811",2020-06-30,NA,"E06000050","Adult",274415
"4812",2020-06-30,NA,"E06000050","Child",68656
"4813",2020-06-30,NA,"E06000051","Adult",263123
"4814",2020-06-30,NA,"E06000051","Child",60013
"4815",2020-06-30,NA,"E06000052","Adult",461063
"4816",2020-06-30,NA,"E06000052","Child",108515
"4817",2020-06-30,NA,"E06000054","Adult",393960
"4818",2020-06-30,NA,"E06000054","Child",106064
"4819",2020-06-30,NA,"E06000055","Adult",132603
"4820",2020-06-30,NA,"E06000055","Child",40689
"4821",2020-06-30,NA,"E06000056","Adult",224983
"4822",2020-06-30,NA,"E06000056","Child",63665
"4823",2020-06-30,NA,"E06000057","Adult",263384
"4824",2020-06-30,NA,"E06000057","Child",59050
"4825",2020-06-30,NA,"E06000058","Adult",319763
"4826",2020-06-30,NA,"E06000058","Child",75568
"4827",2020-06-30,NA,"E06000059","Adult",310640
"4828",2020-06-30,NA,"E06000059","Child",67868
"4829",2020-06-30,NA,"E06000060","Adult",NA
"4830",2020-06-30,NA,"E06000060","Child",NA
"4831",2020-06-30,NA,"E08000001","Adult",219165
"4832",2020-06-30,NA,"E08000001","Child",68385
"4833",2020-06-30,NA,"E08000002","Adult",147701
"4834",2020-06-30,NA,"E08000002","Child",43289
"4835",2020-06-30,NA,"E08000003","Adult",429944
"4836",2020-06-30,NA,"E08000003","Child",122914
"4837",2020-06-30,NA,"E08000004","Adult",177518
"4838",2020-06-30,NA,"E08000004","Child",59592
"4839",2020-06-30,NA,"E08000005","Adult",169113
"4840",2020-06-30,NA,"E08000005","Child",53299
"4841",2020-06-30,NA,"E08000006","Adult",201382
"4842",2020-06-30,NA,"E08000006","Child",57452
"4843",2020-06-30,NA,"E08000007","Adult",229905
"4844",2020-06-30,NA,"E08000007","Child",63518
"4845",2020-06-30,NA,"E08000008","Adult",175829
"4846",2020-06-30,NA,"E08000008","Child",50664
"4847",2020-06-30,NA,"E08000009","Adult",180843
"4848",2020-06-30,NA,"E08000009","Child",56511
"4849",2020-06-30,NA,"E08000010","Adult",259746
"4850",2020-06-30,NA,"E08000010","Child",68916
"4851",2020-06-30,NA,"E08000011","Adult",117060
"4852",2020-06-30,NA,"E08000011","Child",33802
"4853",2020-06-30,NA,"E08000012","Adult",401990
"4854",2020-06-30,NA,"E08000012","Child",96052
"4855",2020-06-30,NA,"E08000013","Adult",143717
"4856",2020-06-30,NA,"E08000013","Child",36868
"4857",2020-06-30,NA,"E08000014","Adult",222353
"4858",2020-06-30,NA,"E08000014","Child",54057
"4859",2020-06-30,NA,"E08000015","Adult",256503
"4860",2020-06-30,NA,"E08000015","Child",67508
"4861",2020-06-30,NA,"E08000016","Adult",195783
"4862",2020-06-30,NA,"E08000016","Child",51083
"4863",2020-06-30,NA,"E08000017","Adult",244972
"4864",2020-06-30,NA,"E08000017","Child",66918
"4865",2020-06-30,NA,"E08000018","Adult",207889
"4866",2020-06-30,NA,"E08000018","Child",57522
"4867",2020-06-30,NA,"E08000019","Adult",467117
"4868",2020-06-30,NA,"E08000019","Child",117736
"4869",2020-06-30,NA,"E08000021","Adult",244369
"4870",2020-06-30,NA,"E08000021","Child",58451
"4871",2020-06-30,NA,"E08000022","Adult",166062
"4872",2020-06-30,NA,"E08000022","Child",41851
"4873",2020-06-30,NA,"E08000023","Adult",120808
"4874",2020-06-30,NA,"E08000023","Child",30168
"4875",2020-06-30,NA,"E08000024","Adult",222856
"4876",2020-06-30,NA,"E08000024","Child",54849
"4877",2020-06-30,NA,"E08000025","Adult",854423
"4878",2020-06-30,NA,"E08000025","Child",287393
"4879",2020-06-30,NA,"E08000026","Adult",291756
"4880",2020-06-30,NA,"E08000026","Child",79765
"4881",2020-06-30,NA,"E08000027","Adult",252052
"4882",2020-06-30,NA,"E08000027","Child",69544
"4883",2020-06-30,NA,"E08000028","Adult",246001
"4884",2020-06-30,NA,"E08000028","Child",82449
"4885",2020-06-30,NA,"E08000029","Adult",168825
"4886",2020-06-30,NA,"E08000029","Child",47549
"4887",2020-06-30,NA,"E08000030","Adult",216508
"4888",2020-06-30,NA,"E08000030","Child",68970
"4889",2020-06-30,NA,"E08000031","Adult",201081
"4890",2020-06-30,NA,"E08000031","Child",62276
"4891",2020-06-30,NA,"E08000032","Adult",397196
"4892",2020-06-30,NA,"E08000032","Child",142580
"4893",2020-06-30,NA,"E08000033","Adult",165337
"4894",2020-06-30,NA,"E08000033","Child",46118
"4895",2020-06-30,NA,"E08000034","Adult",339693
"4896",2020-06-30,NA,"E08000034","Child",100094
"4897",2020-06-30,NA,"E08000035","Adult",623717
"4898",2020-06-30,NA,"E08000035","Child",169422
"4899",2020-06-30,NA,"E08000036","Adult",274467
"4900",2020-06-30,NA,"E08000036","Child",73845
"4901",2020-06-30,NA,"E08000037","Adult",162668
"4902",2020-06-30,NA,"E08000037","Child",39387
"4903",2020-06-30,NA,"E09000001","Adult",8100
"4904",2020-06-30,NA,"E09000001","Child",1621
"4905",2020-06-30,NA,"E09000002","Adult",149359
"4906",2020-06-30,NA,"E09000002","Child",63547
"4907",2020-06-30,NA,"E09000003","Adult",302197
"4908",2020-06-30,NA,"E09000003","Child",93672
"4909",2020-06-30,NA,"E09000004","Adult",191200
"4910",2020-06-30,NA,"E09000004","Child",57087
"4911",2020-06-30,NA,"E09000005","Adult",252084
"4912",2020-06-30,NA,"E09000005","Child",77687
"4913",2020-06-30,NA,"E09000006","Adult",257354
"4914",2020-06-30,NA,"E09000006","Child",74982
"4915",2020-06-30,NA,"E09000007","Adult",217622
"4916",2020-06-30,NA,"E09000007","Child",52407
"4917",2020-06-30,NA,"E09000008","Adult",291779
"4918",2020-06-30,NA,"E09000008","Child",94931
"4919",2020-06-30,NA,"E09000009","Adult",259634
"4920",2020-06-30,NA,"E09000009","Child",82172
"4921",2020-06-30,NA,"E09000010","Adult",249485
"4922",2020-06-30,NA,"E09000010","Child",84309
"4923",2020-06-30,NA,"E09000011","Adult",218895
"4924",2020-06-30,NA,"E09000011","Child",69047
"4925",2020-06-30,NA,"E09000012","Adult",217254
"4926",2020-06-30,NA,"E09000012","Child",63866
"4927",2020-06-30,NA,"E09000013","Adult",148111
"4928",2020-06-30,NA,"E09000013","Child",37032
"4929",2020-06-30,NA,"E09000014","Adult",208800
"4930",2020-06-30,NA,"E09000014","Child",59847
"4931",2020-06-30,NA,"E09000015","Adult",191785
"4932",2020-06-30,NA,"E09000015","Child",59375
"4933",2020-06-30,NA,"E09000016","Adult",201191
"4934",2020-06-30,NA,"E09000016","Child",58361
"4935",2020-06-30,NA,"E09000017","Adult",232793
"4936",2020-06-30,NA,"E09000017","Child",74077
"4937",2020-06-30,NA,"E09000018","Adult",206291
"4938",2020-06-30,NA,"E09000018","Child",65232
"4939",2020-06-30,NA,"E09000019","Adult",200043
"4940",2020-06-30,NA,"E09000019","Child",42424
"4941",2020-06-30,NA,"E09000020","Adult",127206
"4942",2020-06-30,NA,"E09000020","Child",28923
"4943",2020-06-30,NA,"E09000021","Adult",137979
"4944",2020-06-30,NA,"E09000021","Child",39528
"4945",2020-06-30,NA,"E09000022","Adult",263949
"4946",2020-06-30,NA,"E09000022","Child",62085
"4947",2020-06-30,NA,"E09000023","Adult",237281
"4948",2020-06-30,NA,"E09000023","Child",68561
"4949",2020-06-30,NA,"E09000024","Adult",159139
"4950",2020-06-30,NA,"E09000024","Child",47409
"4951",2020-06-30,NA,"E09000025","Adult",267066
"4952",2020-06-30,NA,"E09000025","Child",86068
"4953",2020-06-30,NA,"E09000026","Adult",228975
"4954",2020-06-30,NA,"E09000026","Child",76247
"4955",2020-06-30,NA,"E09000027","Adult",152154
"4956",2020-06-30,NA,"E09000027","Child",45865
"4957",2020-06-30,NA,"E09000028","Adult",253528
"4958",2020-06-30,NA,"E09000028","Child",65302
"4959",2020-06-30,NA,"E09000029","Adult",157886
"4960",2020-06-30,NA,"E09000029","Child",48463
"4961",2020-06-30,NA,"E09000030","Adult",252455
"4962",2020-06-30,NA,"E09000030","Child",72290
"4963",2020-06-30,NA,"E09000031","Adult",210226
"4964",2020-06-30,NA,"E09000031","Child",66757
"4965",2020-06-30,NA,"E09000032","Adult",265215
"4966",2020-06-30,NA,"E09000032","Child",64462
"4967",2020-06-30,NA,"E09000033","Adult",212526
"4968",2020-06-30,NA,"E09000033","Child",48791
"4969",2020-06-30,NA,"E10000003","Adult",517110
"4970",2020-06-30,NA,"E10000003","Child",136427
"4971",2020-06-30,NA,"E10000006","Adult",407485
"4972",2020-06-30,NA,"E10000006","Child",92527
"4973",2020-06-30,NA,"E10000007","Adult",648430
"4974",2020-06-30,NA,"E10000007","Child",154264
"4975",2020-06-30,NA,"E10000008","Adult",655501
