"","DATE","SUB_ICB_CODE","LA_CODE","PATIENT_TYPE","POP"
"1573",2019-03-31,"06V",NA,"Adult",143310
"1574",2019-03-31,"06V",NA,"Child",29589
"1575",2019-03-31,"06W",NA,"Adult",176517
"1576",2019-03-31,"06W",NA,"Child",40741
"1577",2019-03-31,"06Y",NA,"Adult",186563
"1578",2019-03-31,"06Y",NA,"Child",46363
"1579",2019-03-31,"07G",NA,"Adult",127570
"1580",2019-03-31,"07G",NA,"Child",42824
"1581",2019-03-31,"07H",NA,"Adult",236463
"1582",2019-03-31,"07H",NA,"Child",67988
"1583",2019-03-31,"07J",NA,"Adult",142419
"1584",2019-03-31,"07J",NA,"Child",33471
"1585",2019-03-31,"07K",NA,"Adult",183545
"1586",2019-03-31,"07K",NA,"Child",47376
"1587",2019-03-31,"07L",NA,"Adult",147822
"1588",2019-03-31,"07L",NA,"Child",62889
"1589",2019-03-31,"07M",NA,"Adult",296301
"1590",2019-03-31,"07M",NA,"Child",91502
"1591",2019-03-31,"07N",NA,"Adult",189524
"1592",2019-03-31,"07N",NA,"Child",56600
"1593",2019-03-31,"07P",NA,"Adult",251539
"1594",2019-03-31,"07P",NA,"Child",77563
"1595",2019-03-31,"07Q",NA,"Adult",255350
"1596",2019-03-31,"07Q",NA,"Child",74041
"1597",2019-03-31,"07R",NA,"Adult",204188
"1598",2019-03-31,"07R",NA,"Child",49173
"1599",2019-03-31,"07T",NA,"Adult",219281
"1600",2019-03-31,"07T",NA,"Child",64302
"1601",2019-03-31,"07V",NA,"Adult",290062
"1602",2019-03-31,"07V",NA,"Child",94775
"1603",2019-03-31,"07W",NA,"Adult",260852
"1604",2019-03-31,"07W",NA,"Child",81884
"1605",2019-03-31,"07X",NA,"Adult",248494
"1606",2019-03-31,"07X",NA,"Child",84211
"1607",2019-03-31,"07Y",NA,"Adult",205172
"1608",2019-03-31,"07Y",NA,"Child",63928
"1609",2019-03-31,"08A",NA,"Adult",214587
"1610",2019-03-31,"08A",NA,"Child",68262
"1611",2019-03-31,"08C",NA,"Adult",147070
"1612",2019-03-31,"08C",NA,"Child",35928
"1613",2019-03-31,"08D",NA,"Adult",210599
"1614",2019-03-31,"08D",NA,"Child",60625
"1615",2019-03-31,"08E",NA,"Adult",191055
"1616",2019-03-31,"08E",NA,"Child",57825
"1617",2019-03-31,"08F",NA,"Adult",199368
"1618",2019-03-31,"08F",NA,"Child",56671
"1619",2019-03-31,"08G",NA,"Adult",229597
"1620",2019-03-31,"08G",NA,"Child",72746
"1621",2019-03-31,"08H",NA,"Adult",193584
"1622",2019-03-31,"08H",NA,"Child",41416
"1623",2019-03-31,"08J",NA,"Adult",136000
"1624",2019-03-31,"08J",NA,"Child",38609
"1625",2019-03-31,"08K",NA,"Adult",261416
"1626",2019-03-31,"08K",NA,"Child",62632
"1627",2019-03-31,"08L",NA,"Adult",233035
"1628",2019-03-31,"08L",NA,"Child",68272
"1629",2019-03-31,"08M",NA,"Adult",262241
"1630",2019-03-31,"08M",NA,"Child",85755
"1631",2019-03-31,"08N",NA,"Adult",225877
"1632",2019-03-31,"08N",NA,"Child",75908
"1633",2019-03-31,"08P",NA,"Adult",150558
"1634",2019-03-31,"08P",NA,"Child",45122
"1635",2019-03-31,"08Q",NA,"Adult",249846
"1636",2019-03-31,"08Q",NA,"Child",64386
"1637",2019-03-31,"08R",NA,"Adult",159050
"1638",2019-03-31,"08R",NA,"Child",47002
"1639",2019-03-31,"08T",NA,"Adult",155774
"1640",2019-03-31,"08T",NA,"Child",47469
"1641",2019-03-31,"08V",NA,"Adult",239561
"1642",2019-03-31,"08V",NA,"Child",68403
"1643",2019-03-31,"08W",NA,"Adult",208704
"1644",2019-03-31,"08W",NA,"Child",66801
"1645",2019-03-31,"08X",NA,"Adult",260238
"1646",2019-03-31,"08X",NA,"Child",63019
"1647",2019-03-31,"08Y",NA,"Adult",181014
"1648",2019-03-31,"08Y",NA,"Child",42043
"1649",2019-03-31,"09A",NA,"Adult",145883
"1650",2019-03-31,"09A",NA,"Child",31597
"1651",2019-03-31,"09C",NA,"Adult",98127
"1652",2019-03-31,"09C",NA,"Child",29400
"1653",2019-03-31,"09D",NA,"Adult",237174
"1654",2019-03-31,"09D",NA,"Child",50981
"1655",2019-03-31,"09E",NA,"Adult",173471
"1656",2019-03-31,"09E",NA,"Child",38997
"1657",2019-03-31,"09F",NA,"Adult",154921
"1658",2019-03-31,"09F",NA,"Child",35740
"1659",2019-03-31,"09G",NA,"Adult",409875
"1660",2019-03-31,"09G",NA,"Child",94701
"1661",2019-03-31,"09H",NA,"Adult",84702
"1662",2019-03-31,"09H",NA,"Child",26962
"1663",2019-03-31,"09J",NA,"Adult",201806
"1664",2019-03-31,"09J",NA,"Child",60168
"1665",2019-03-31,"09L",NA,"Adult",142784
"1666",2019-03-31,"09L",NA,"Child",41950
"1667",2019-03-31,"09N",NA,"Adult",165073
"1668",2019-03-31,"09N",NA,"Child",43729
"1669",2019-03-31,"09P",NA,"Adult",152352
"1670",2019-03-31,"09P",NA,"Child",35458
"1671",2019-03-31,"09W",NA,"Adult",213673
"1672",2019-03-31,"09W",NA,"Child",63943
"1673",2019-03-31,"09X",NA,"Adult",184495
"1674",2019-03-31,"09X",NA,"Child",51618
"1675",2019-03-31,"09Y",NA,"Adult",270328
"1676",2019-03-31,"09Y",NA,"Child",77419
"1677",2019-03-31,"10A",NA,"Adult",168542
"1678",2019-03-31,"10A",NA,"Child",40759
"1679",2019-03-31,"10C",NA,"Adult",76043
"1680",2019-03-31,"10C",NA,"Child",20584
"1681",2019-03-31,"10D",NA,"Adult",89485
"1682",2019-03-31,"10D",NA,"Child",26770
"1683",2019-03-31,"10E",NA,"Adult",111508
"1684",2019-03-31,"10E",NA,"Child",29829
"1685",2019-03-31,"10J",NA,"Adult",174102
"1686",2019-03-31,"10J",NA,"Child",49141
"1687",2019-03-31,"10K",NA,"Adult",161451
"1688",2019-03-31,"10K",NA,"Child",40277
"1689",2019-03-31,"10L",NA,"Adult",115929
"1690",2019-03-31,"10L",NA,"Child",25055
"1691",2019-03-31,"10Q",NA,"Adult",527490
"1692",2019-03-31,"10Q",NA,"Child",140123
"1693",2019-03-31,"10R",NA,"Adult",170526
"1694",2019-03-31,"10R",NA,"Child",44192
"1695",2019-03-31,"10V",NA,"Adult",171334
"1696",2019-03-31,"10V",NA,"Child",43315
"1697",2019-03-31,"10X",NA,"Adult",202054
"1698",2019-03-31,"10X",NA,"Child",50305
"1699",2019-03-31,"11A",NA,"Adult",450259
"1700",2019-03-31,"11A",NA,"Child",113262
"1701",2019-03-31,"11E",NA,"Adult",153120
"1702",2019-03-31,"11E",NA,"Child",35558
"1703",2019-03-31,"11J",NA,"Adult",627657
"1704",2019-03-31,"11J",NA,"Child",143032
"1705",2019-03-31,"11M",NA,"Adult",501135
"1706",2019-03-31,"11M",NA,"Child",127004
"1707",2019-03-31,"11N",NA,"Adult",456199
"1708",2019-03-31,"11N",NA,"Child",107409
"1709",2019-03-31,"11X",NA,"Adult",445111
"1710",2019-03-31,"11X",NA,"Child",110084
"1711",2019-03-31,"12D",NA,"Adult",174924
"1712",2019-03-31,"12D",NA,"Child",51442
"1713",2019-03-31,"12F",NA,"Adult",255090
"1714",2019-03-31,"12F",NA,"Child",67706
"1715",2019-03-31,"13T",NA,"Adult",400937
"1716",2019-03-31,"13T",NA,"Child",97324
"1717",2019-03-31,"14L",NA,"Adult",424319
"1718",2019-03-31,"14L",NA,"Child",121182
"1719",2019-03-31,"14Y",NA,"Adult",414845
"1720",2019-03-31,"14Y",NA,"Child",123593
"1721",2019-03-31,"15A",NA,"Adult",374943
"1722",2019-03-31,"15A",NA,"Child",111585
"1723",2019-03-31,"15C",NA,"Adult",755798
"1724",2019-03-31,"15C",NA,"Child",195315
"1725",2019-03-31,"15D",NA,"Adult",325279
"1726",2019-03-31,"15D",NA,"Child",106126
"1727",2019-03-31,"15E",NA,"Adult",887532
"1728",2019-03-31,"15E",NA,"Child",287724
"1729",2019-03-31,"15F",NA,"Adult",618578
"1730",2019-03-31,"15F",NA,"Child",166268
"1731",2019-03-31,"15M",NA,"Adult",809659
"1732",2019-03-31,"15M",NA,"Child",206007
"1733",2019-03-31,"15N",NA,"Adult",962934
"1734",2019-03-31,"15N",NA,"Child",222554
"1735",2019-03-31,"99A",NA,"Adult",397993
"1736",2019-03-31,"99A",NA,"Child",93556
"1737",2019-03-31,"99C",NA,"Adult",163596
"1738",2019-03-31,"99C",NA,"Child",40877
"1739",2019-03-31,"99D",NA,"Adult",120240
"1740",2019-03-31,"99D",NA,"Child",29584
"1741",2019-03-31,"99E",NA,"Adult",202770
"1742",2019-03-31,"99E",NA,"Child",58284
"1743",2019-03-31,"99F",NA,"Adult",142311
"1744",2019-03-31,"99F",NA,"Child",33712
"1745",2019-03-31,"99G",NA,"Adult",142693
"1746",2019-03-31,"99G",NA,"Child",39115
"1747",2019-03-31,"99H",NA,"Adult",226371
"1748",2019-03-31,"99H",NA,"Child",65174
"1749",2019-03-31,"99J",NA,"Adult",375607
"1750",2019-03-31,"99J",NA,"Child",110167
"1751",2019-03-31,"99K",NA,"Adult",138941
"1752",2019-03-31,"99K",NA,"Child",34847
"1753",2019-03-31,"99M",NA,"Adult",164088
"1754",2019-03-31,"99M",NA,"Child",47245
"1755",2019-03-31,"99N",NA,"Adult",390446
"1756",2019-03-31,"99N",NA,"Child",105597
"1757",2019-03-31,NA,"E06000001","Adult",72969
"1758",2019-03-31,NA,"E06000001","Child",20050
"1759",2019-03-31,NA,"E06000002","Adult",108243
"1760",2019-03-31,NA,"E06000002","Child",32396
"1761",2019-03-31,NA,"E06000003","Adult",108486
"1762",2019-03-31,NA,"E06000003","Child",27519
"1763",2019-03-31,NA,"E06000004","Adult",153237
"1764",2019-03-31,NA,"E06000004","Child",43250
"1765",2019-03-31,NA,"E06000005","Adult",83871
"1766",2019-03-31,NA,"E06000005","Child",22476
"1767",2019-03-31,NA,"E06000006","Adult",99187
"1768",2019-03-31,NA,"E06000006","Child",28408
"1769",2019-03-31,NA,"E06000007","Adult",165058
"1770",2019-03-31,NA,"E06000007","Child",44646
"1771",2019-03-31,NA,"E06000008","Adult",110115
"1772",2019-03-31,NA,"E06000008","Child",38657
"1773",2019-03-31,NA,"E06000009","Adult",111110
"1774",2019-03-31,NA,"E06000009","Child",28760
"1775",2019-03-31,NA,"E06000010","Adult",204219
"1776",2019-03-31,NA,"E06000010","Child",56454
"1777",2019-03-31,NA,"E06000011","Adult",275423
"1778",2019-03-31,NA,"E06000011","Child",62638
"1779",2019-03-31,NA,"E06000012","Adult",125434
"1780",2019-03-31,NA,"E06000012","Child",34392
"1781",2019-03-31,NA,"E06000013","Adult",135615
"1782",2019-03-31,NA,"E06000013","Child",35679
"1783",2019-03-31,NA,"E06000014","Adult",171639
"1784",2019-03-31,NA,"E06000014","Child",36524
"1785",2019-03-31,NA,"E06000015","Adult",197364
"1786",2019-03-31,NA,"E06000015","Child",59670
"1787",2019-03-31,NA,"E06000016","Adult",269762
"1788",2019-03-31,NA,"E06000016","Child",83778
"1789",2019-03-31,NA,"E06000017","Adult",31709
"1790",2019-03-31,NA,"E06000017","Child",7765
"1791",2019-03-31,NA,"E06000018","Adult",261270
"1792",2019-03-31,NA,"E06000018","Child",67939
"1793",2019-03-31,NA,"E06000019","Adult",155108
"1794",2019-03-31,NA,"E06000019","Child",35933
"1795",2019-03-31,NA,"E06000020","Adult",135627
"1796",2019-03-31,NA,"E06000020","Child",40141
"1797",2019-03-31,NA,"E06000021","Adult",198107
"1798",2019-03-31,NA,"E06000021","Child",57271
"1799",2019-03-31,NA,"E06000022","Adult",153120
"1800",2019-03-31,NA,"E06000022","Child",35558
"1801",2019-03-31,NA,"E06000023","Adult",365292
"1802",2019-03-31,NA,"E06000023","Child",93960
"1803",2019-03-31,NA,"E06000024","Adult",169645
"1804",2019-03-31,NA,"E06000024","Child",43189
"1805",2019-03-31,NA,"E06000025","Adult",220861
"1806",2019-03-31,NA,"E06000025","Child",58166
"1807",2019-03-31,NA,"E06000026","Adult",210653
"1808",2019-03-31,NA,"E06000026","Child",52417
"1809",2019-03-31,NA,"E06000027","Adult",109830
"1810",2019-03-31,NA,"E06000027","Child",25417
"1811",2019-03-31,NA,"E06000030","Adult",170439
"1812",2019-03-31,NA,"E06000030","Child",49924
"1813",2019-03-31,NA,"E06000031","Adult",148905
"1814",2019-03-31,NA,"E06000031","Child",50009
"1815",2019-03-31,NA,"E06000032","Adult",157615
"1816",2019-03-31,NA,"E06000032","Child",57043
"1817",2019-03-31,NA,"E06000033","Adult",142693
"1818",2019-03-31,NA,"E06000033","Child",39115
"1819",2019-03-31,NA,"E06000034","Adult",127570
"1820",2019-03-31,NA,"E06000034","Child",42824
"1821",2019-03-31,NA,"E06000035","Adult",213673
"1822",2019-03-31,NA,"E06000035","Child",63943
"1823",2019-03-31,NA,"E06000036","Adult",92306
"1824",2019-03-31,NA,"E06000036","Child",28071
"1825",2019-03-31,NA,"E06000037","Adult",122683
"1826",2019-03-31,NA,"E06000037","Child",35790
"1827",2019-03-31,NA,"E06000038","Adult",125982
"1828",2019-03-31,NA,"E06000038","Child",37093
"1829",2019-03-31,NA,"E06000039","Adult",106588
"1830",2019-03-31,NA,"E06000039","Child",42180
"1831",2019-03-31,NA,"E06000040","Adult",115788
"1832",2019-03-31,NA,"E06000040","Child",34352
"1833",2019-03-31,NA,"E06000041","Adult",126278
"1834",2019-03-31,NA,"E06000041","Child",38702
"1835",2019-03-31,NA,"E06000042","Adult",199874
"1836",2019-03-31,NA,"E06000042","Child",67647
"1837",2019-03-31,NA,"E06000043","Adult",237174
"1838",2019-03-31,NA,"E06000043","Child",50981
"1839",2019-03-31,NA,"E06000044","Adult",170526
"1840",2019-03-31,NA,"E06000044","Child",44192
"1841",2019-03-31,NA,"E06000045","Adult",202054
"1842",2019-03-31,NA,"E06000045","Child",50305
"1843",2019-03-31,NA,"E06000046","Adult",115929
"1844",2019-03-31,NA,"E06000046","Child",25055
"1845",2019-03-31,NA,"E06000047","Adult",423122
"1846",2019-03-31,NA,"E06000047","Child",100540
"1847",2019-03-31,NA,"E06000049","Adult",303012
"1848",2019-03-31,NA,"E06000049","Child",75834
"1849",2019-03-31,NA,"E06000050","Adult",270702
"1850",2019-03-31,NA,"E06000050","Child",67284
"1851",2019-03-31,NA,"E06000051","Adult",257768
"1852",2019-03-31,NA,"E06000051","Child",59691
"1853",2019-03-31,NA,"E06000052","Adult",454305
"1854",2019-03-31,NA,"E06000052","Child",107044
"1855",2019-03-31,NA,"E06000054","Adult",390446
"1856",2019-03-31,NA,"E06000054","Child",105597
"1857",2019-03-31,NA,"E06000055","Adult",130688
"1858",2019-03-31,NA,"E06000055","Child",39224
"1859",2019-03-31,NA,"E06000056","Adult",218581
"1860",2019-03-31,NA,"E06000056","Child",61449
"1861",2019-03-31,NA,"E06000057","Adult",260104
"1862",2019-03-31,NA,"E06000057","Child",58926
"1863",2019-03-31,NA,"E06000058","Adult",NA
"1864",2019-03-31,NA,"E06000058","Child",NA
"1865",2019-03-31,NA,"E06000059","Adult",NA
"1866",2019-03-31,NA,"E06000059","Child",NA
"1867",2019-03-31,NA,"E08000001","Adult",217380
"1868",2019-03-31,NA,"E08000001","Child",67433
"1869",2019-03-31,NA,"E08000002","Adult",146515
"1870",2019-03-31,NA,"E08000002","Child",43113
"1871",2019-03-31,NA,"E08000003","Adult",424319
"1872",2019-03-31,NA,"E08000003","Child",121182
"1873",2019-03-31,NA,"E08000004","Adult",174690
"1874",2019-03-31,NA,"E08000004","Child",59069
"1875",2019-03-31,NA,"E08000005","Adult",166331
"1876",2019-03-31,NA,"E08000005","Child",52128
"1877",2019-03-31,NA,"E08000006","Adult",195675
"1878",2019-03-31,NA,"E08000006","Child",55657
"1879",2019-03-31,NA,"E08000007","Adult",228133
"1880",2019-03-31,NA,"E08000007","Child",62912
"1881",2019-03-31,NA,"E08000008","Adult",174474
"1882",2019-03-31,NA,"E08000008","Child",49645
"1883",2019-03-31,NA,"E08000009","Adult",179851
"1884",2019-03-31,NA,"E08000009","Child",55642
"1885",2019-03-31,NA,"E08000010","Adult",256574
"1886",2019-03-31,NA,"E08000010","Child",68076
"1887",2019-03-31,NA,"E08000011","Adult",115630
"1888",2019-03-31,NA,"E08000011","Child",32930
"1889",2019-03-31,NA,"E08000012","Adult",397993
"1890",2019-03-31,NA,"E08000012","Child",93556
"1891",2019-03-31,NA,"E08000013","Adult",142687
"1892",2019-03-31,NA,"E08000013","Child",36644
"1893",2019-03-31,NA,"E08000014","Adult",221075
"1894",2019-03-31,NA,"E08000014","Child",53514
"1895",2019-03-31,NA,"E08000015","Adult",255090
"1896",2019-03-31,NA,"E08000015","Child",67706
"1897",2019-03-31,NA,"E08000016","Adult",193156
"1898",2019-03-31,NA,"E08000016","Child",50185
"1899",2019-03-31,NA,"E08000017","Adult",243073
"1900",2019-03-31,NA,"E08000017","Child",65867
"1901",2019-03-31,NA,"E08000018","Adult",206428
"1902",2019-03-31,NA,"E08000018","Child",56947
"1903",2019-03-31,NA,"E08000019","Adult",461086
"1904",2019-03-31,NA,"E08000019","Child",116703
"1905",2019-03-31,NA,"E08000021","Adult",238298
"1906",2019-03-31,NA,"E08000021","Child",57544
"1907",2019-03-31,NA,"E08000022","Adult",163596
"1908",2019-03-31,NA,"E08000022","Child",40877
"1909",2019-03-31,NA,"E08000023","Adult",119946
"1910",2019-03-31,NA,"E08000023","Child",29609
"1911",2019-03-31,NA,"E08000024","Adult",222805
"1912",2019-03-31,NA,"E08000024","Child",54444
"1913",2019-03-31,NA,"E08000025","Adult",849041
"1914",2019-03-31,NA,"E08000025","Child",288082
"1915",2019-03-31,NA,"E08000026","Adult",282565
"1916",2019-03-31,NA,"E08000026","Child",77584
"1917",2019-03-31,NA,"E08000027","Adult",250608
"1918",2019-03-31,NA,"E08000027","Child",68811
"1919",2019-03-31,NA,"E08000028","Adult",244380
"1920",2019-03-31,NA,"E08000028","Child",81080
"1921",2019-03-31,NA,"E08000029","Adult",167219
"1922",2019-03-31,NA,"E08000029","Child",46714
"1923",2019-03-31,NA,"E08000030","Adult",214082
"1924",2019-03-31,NA,"E08000030","Child",67211
"1925",2019-03-31,NA,"E08000031","Adult",199835
"1926",2019-03-31,NA,"E08000031","Child",60091
"1927",2019-03-31,NA,"E08000032","Adult",393194
"1928",2019-03-31,NA,"E08000032","Child",141606
"1929",2019-03-31,NA,"E08000033","Adult",163286
"1930",2019-03-31,NA,"E08000033","Child",46168
"1931",2019-03-31,NA,"E08000034","Adult",337330
"1932",2019-03-31,NA,"E08000034","Child",99815
"1933",2019-03-31,NA,"E08000035","Adult",618578
"1934",2019-03-31,NA,"E08000035","Child",166268
"1935",2019-03-31,NA,"E08000036","Adult",269151
"1936",2019-03-31,NA,"E08000036","Child",71639
"1937",2019-03-31,NA,"E08000037","Adult",162639
"1938",2019-03-31,NA,"E08000037","Child",39780
"1939",2019-03-31,NA,"E09000001","Adult",6400
"1940",2019-03-31,NA,"E09000001","Child",1254
"1941",2019-03-31,NA,"E09000002","Adult",147822
"1942",2019-03-31,NA,"E09000002","Child",62889
"1943",2019-03-31,NA,"E09000003","Adult",296301
"1944",2019-03-31,NA,"E09000003","Child",91502
"1945",2019-03-31,NA,"E09000004","Adult",189524
"1946",2019-03-31,NA,"E09000004","Child",56600
"1947",2019-03-31,NA,"E09000005","Adult",251539
"1948",2019-03-31,NA,"E09000005","Child",77563
"1949",2019-03-31,NA,"E09000006","Adult",255350
"1950",2019-03-31,NA,"E09000006","Child",74041
"1951",2019-03-31,NA,"E09000007","Adult",204188
"1952",2019-03-31,NA,"E09000007","Child",49173
"1953",2019-03-31,NA,"E09000008","Adult",290062
"1954",2019-03-31,NA,"E09000008","Child",94775
"1955",2019-03-31,NA,"E09000009","Adult",260852
"1956",2019-03-31,NA,"E09000009","Child",81884
"1957",2019-03-31,NA,"E09000010","Adult",248494
"1958",2019-03-31,NA,"E09000010","Child",84211
"1959",2019-03-31,NA,"E09000011","Adult",214587
"1960",2019-03-31,NA,"E09000011","Child",68262
"1961",2019-03-31,NA,"E09000012","Adult",212881
"1962",2019-03-31,NA,"E09000012","Child",63048
"1963",2019-03-31,NA,"E09000013","Adult",147070
"1964",2019-03-31,NA,"E09000013","Child",35928
"1965",2019-03-31,NA,"E09000014","Adult",210599
"1966",2019-03-31,NA,"E09000014","Child",60625
"1967",2019-03-31,NA,"E09000015","Adult",191055
"1968",2019-03-31,NA,"E09000015","Child",57825
"1969",2019-03-31,NA,"E09000016","Adult",199368
"1970",2019-03-31,NA,"E09000016","Child",56671
"1971",2019-03-31,NA,"E09000017","Adult",229597
"1972",2019-03-31,NA,"E09000017","Child",72746
"1973",2019-03-31,NA,"E09000018","Adult",205172
"1974",2019-03-31,NA,"E09000018","Child",63928
"1975",2019-03-31,NA,"E09000019","Adult",193584
"1976",2019-03-31,NA,"E09000019","Child",41416
"1977",2019-03-31,NA,"E09000020","Adult",127266
"1978",2019-03-31,NA,"E09000020","Child",28475
"1979",2019-03-31,NA,"E09000021","Adult",136000
"1980",2019-03-31,NA,"E09000021","Child",38609
"1981",2019-03-31,NA,"E09000022","Adult",261416
"1982",2019-03-31,NA,"E09000022","Child",62632
"1983",2019-03-31,NA,"E09000023","Adult",233035
"1984",2019-03-31,NA,"E09000023","Child",68272
"1985",2019-03-31,NA,"E09000024","Adult",159050
"1986",2019-03-31,NA,"E09000024","Child",47002
"1987",2019-03-31,NA,"E09000025","Adult",262241
"1988",2019-03-31,NA,"E09000025","Child",85755
"1989",2019-03-31,NA,"E09000026","Adult",225877
"1990",2019-03-31,NA,"E09000026","Child",75908
"1991",2019-03-31,NA,"E09000027","Adult",150558
"1992",2019-03-31,NA,"E09000027","Child",45122
"1993",2019-03-31,NA,"E09000028","Adult",249846
"1994",2019-03-31,NA,"E09000028","Child",64386
"1995",2019-03-31,NA,"E09000029","Adult",155774
"1996",2019-03-31,NA,"E09000029","Child",47469
"1997",2019-03-31,NA,"E09000030","Adult",239561
"1998",2019-03-31,NA,"E09000030","Child",68403
"1999",2019-03-31,NA,"E09000031","Adult",208704
"2000",2019-03-31,NA,"E09000031","Child",66801
"2001",2019-03-31,NA,"E09000032","Adult",260238
"2002",2019-03-31,NA,"E09000032","Child",63019
"2003",2019-03-31,NA,"E09000033","Adult",199631
"2004",2019-03-31,NA,"E09000033","Child",45165
"2005",2019-03-31,NA,"E10000002","Adult",412843
"2006",2019-03-31,NA,"E10000002","Child",123075
"2007",2019-03-31,NA,"E10000003","Adult",513712
"2008",2019-03-31,NA,"E10000003","Child",134525
"2009",2019-03-31,NA,"E10000006","Adult",405751
"2010",2019-03-31,NA,"E10000006","Child",92624
"2011",2019-03-31,NA,"E10000007","Adult",638867
"2012",2019-03-31,NA,"E10000007","Child",153099
"2013",2019-03-31,NA,"E10000008","Adult",642451
"2014",2019-03-31,NA,"E10000008","Child",144720
"2015",2019-03-31,NA,"E10000011","Adult",446214
"2016",2019-03-31,NA,"E10000011","Child",106045
"2017",2019-03-31,NA,"E10000012","Adult",1160149
"2018",2019-03-31,NA,"E10000012","Child",308028
"2019",2019-03-31,NA,"E10000013","Adult",501135
"2020",2019-03-31,NA,"E10000013","Child",127004
"2021",2019-03-31,NA,"E10000014","Adult",1087414
"2022",2019-03-31,NA,"E10000014","Child",283314
"2023",2019-03-31,NA,"E10000015","Adult",911638
"2024",2019-03-31,NA,"E10000015","Child",269296
"2025",2019-03-31,NA,"E10000016","Adult",1218546
"2026",2019-03-31,NA,"E10000016","Child",336090
"2027",2019-03-31,NA,"E10000017","Adult",953999
"2028",2019-03-31,NA,"E10000017","Child",247856
"2029",2019-03-31,NA,"E10000018","Adult",551802
"2030",2019-03-31,NA,"E10000018","Child",138410
"2031",2019-03-31,NA,"E10000019","Adult",606518
"2032",2019-03-31,NA,"E10000019","Child",144653
"2033",2019-03-31,NA,"E10000020","Adult",728365
"2034",2019-03-31,NA,"E10000020","Child",170025
"2035",2019-03-31,NA,"E10000021","Adult",573261
"2036",2019-03-31,NA,"E10000021","Child",167948
"2037",2019-03-31,NA,"E10000023","Adult",494037
"2038",2019-03-31,NA,"E10000023","Child",117596
"2039",2019-03-31,NA,"E10000024","Adult",652370
"2040",2019-03-31,NA,"E10000024","Child",165481
"2041",2019-03-31,NA,"E10000025","Adult",539000
"2042",2019-03-31,NA,"E10000025","Child",143444
"2043",2019-03-31,NA,"E10000027","Adult",445111
"2044",2019-03-31,NA,"E10000027","Child",110084
"2045",2019-03-31,NA,"E10000028","Adult",701890
"2046",2019-03-31,NA,"E10000028","Child",168935
"2047",2019-03-31,NA,"E10000029","Adult",604075
"2048",2019-03-31,NA,"E10000029","Child",152903
"2049",2019-03-31,NA,"E10000030","Adult",925016
"2050",2019-03-31,NA,"E10000030","Child",260305
"2051",2019-03-31,NA,"E10000031","Adult",450140
"2052",2019-03-31,NA,"E10000031","Child",114422
"2053",2019-03-31,NA,"E10000032","Adult",679072
"2054",2019-03-31,NA,"E10000032","Child",173281
"2055",2019-03-31,NA,"E10000034","Adult",471432
"2056",2019-03-31,NA,"E10000034","Child",116938
"2057",2019-06-30,"00C",NA,"Adult",83871
"2058",2019-06-30,"00C",NA,"Child",22476
"2059",2019-06-30,"00D",NA,"Adult",219954
"2060",2019-06-30,"00D",NA,"Child",54607
"2061",2019-06-30,"00J",NA,"Adult",203168
"2062",2019-06-30,"00J",NA,"Child",45933
"2063",2019-06-30,"00K",NA,"Adult",226206
"2064",2019-06-30,"00K",NA,"Child",63300
"2065",2019-06-30,"00L",NA,"Adult",260104
"2066",2019-06-30,"00L",NA,"Child",58926
"2067",2019-06-30,"00M",NA,"Adult",216729
"2068",2019-06-30,"00M",NA,"Child",59915
"2069",2019-06-30,"00N",NA,"Adult",119946
"2070",2019-06-30,"00N",NA,"Child",29609
"2071",2019-06-30,"00P",NA,"Adult",222805
"2072",2019-06-30,"00P",NA,"Child",54444
"2073",2019-06-30,"00Q",NA,"Adult",110115
"2074",2019-06-30,"00Q",NA,"Child",38657
"2075",2019-06-30,"00R",NA,"Adult",111110
"2076",2019-06-30,"00R",NA,"Child",28760
"2077",2019-06-30,"00T",NA,"Adult",217380
"2078",2019-06-30,"00T",NA,"Child",67433
"2079",2019-06-30,"00V",NA,"Adult",146515
"2080",2019-06-30,"00V",NA,"Child",43113
"2081",2019-06-30,"00X",NA,"Adult",139113
"2082",2019-06-30,"00X",NA,"Child",36568
"2083",2019-06-30,"00Y",NA,"Adult",174690
"2084",2019-06-30,"00Y",NA,"Child",59069
"2085",2019-06-30,"01A",NA,"Adult",292258
"2086",2019-06-30,"01A",NA,"Child",84853
"2087",2019-06-30,"01C",NA,"Adult",158327
"2088",2019-06-30,"01C",NA,"Child",38858
"2089",2019-06-30,"01D",NA,"Adult",166331
"2090",2019-06-30,"01D",NA,"Child",52128
"2091",2019-06-30,"01E",NA,"Adult",158876
"2092",2019-06-30,"01E",NA,"Child",43108
"2093",2019-06-30,"01F",NA,"Adult",99187
"2094",2019-06-30,"01F",NA,"Child",28408
"2095",2019-06-30,"01G",NA,"Adult",195675
"2096",2019-06-30,"01G",NA,"Child",55657
"2097",2019-06-30,"01H",NA,"Adult",258220
"2098",2019-06-30,"01H",NA,"Child",60071
"2099",2019-06-30,"01J",NA,"Adult",115630
"2100",2019-06-30,"01J",NA,"Child",32930
"2101",2019-06-30,"01K",NA,"Adult",268049
"2102",2019-06-30,"01K",NA,"Child",60622
"2103",2019-06-30,"01R",NA,"Adult",144685
"2104",2019-06-30,"01R",NA,"Child",36976
"2105",2019-06-30,"01T",NA,"Adult",126771
"2106",2019-06-30,"01T",NA,"Child",31918
