"","DATE","SUB_ICB_CODE","SUB_ICB_ONS_CODE","ICB","PATIENT_TYPE","AGE_BAND","SEEN","POP","PERCENT_SEEN"
"2297",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Adult","75-84",8685,16654,52.15
"2298",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Adult","85+",2459,5937,41.42
"2299",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","0",76,2180,3.49
"2300",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","1",596,2312,25.78
"2301",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","10",1836,2553,71.92
"2302",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","11",1876,2550,73.57
"2303",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","12",1931,2514,76.81
"2304",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","13",1848,2388,77.39
"2305",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","14",1872,2511,74.55
"2306",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","15",1827,2355,77.58
"2307",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","16",1603,2329,68.83
"2308",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","17",1454,2447,59.42
"2309",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","2",1058,2283,46.34
"2310",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","3",1310,2278,57.51
"2311",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","4",1400,2288,61.19
"2312",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","5",1544,2411,64.04
"2313",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","6",1792,2577,69.54
"2314",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","7",1910,2613,73.1
"2315",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","8",1914,2588,73.96
"2316",2019-09-30,"05Q","E38000153","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","9",1870,2571,72.73
"2317",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Adult","18-64",88232,159755,55.23
"2318",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Adult","65-74",17051,31360,54.37
"2319",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Adult","75-84",10781,19217,56.1
"2320",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Adult","85+",3777,8469,44.6
"2321",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","0",136,2612,5.21
"2322",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","1",955,2695,35.44
"2323",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","10",2357,3052,77.23
"2324",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","11",2417,2960,81.66
"2325",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","12",2411,2881,83.69
"2326",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","13",2347,2872,81.72
"2327",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","14",2360,2855,82.66
"2328",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","15",2291,2666,85.93
"2329",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","16",2035,2804,72.57
"2330",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","17",1888,2735,69.03
"2331",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","2",1403,2708,51.81
"2332",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","3",1675,2824,59.31
"2333",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","4",1901,2847,66.77
"2334",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","5",2056,2854,72.04
"2335",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","6",2160,3044,70.96
"2336",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","7",2314,2953,78.36
"2337",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","8",2352,2885,81.53
"2338",2019-09-30,"05R","E38000164","COVENTRY AND WARWICKSHIRE","Child","9",2302,3016,76.33
"2339",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Adult","18-64",45871,90805,50.52
"2340",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Adult","65-74",8886,19613,45.31
"2341",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Adult","75-84",5586,11950,46.74
"2342",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Adult","85+",1724,4177,41.27
"2343",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","0",44,1366,3.22
"2344",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","1",408,1465,27.85
"2345",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","10",1257,1856,67.73
"2346",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","11",1328,1815,73.17
"2347",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","12",1238,1688,73.34
"2348",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","13",1190,1693,70.29
"2349",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","14",1153,1584,72.79
"2350",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","15",1033,1581,65.34
"2351",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","16",979,1498,65.35
"2352",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","17",859,1641,52.35
"2353",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","2",695,1562,44.49
"2354",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","3",926,1543,60.01
"2355",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","4",984,1571,62.64
"2356",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","5",1096,1652,66.34
"2357",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","6",1216,1669,72.86
"2358",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","7",1291,1694,76.21
"2359",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","8",1297,1663,77.99
"2360",2019-09-30,"05V","E38000173","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","9",1247,1717,72.63
"2361",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Adult","18-64",94772,159424,59.45
"2362",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Adult","65-74",15407,25627,60.12
"2363",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Adult","75-84",8074,14868,54.3
"2364",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Adult","85+",2012,5316,37.85
"2365",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","0",196,3289,5.96
"2366",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","1",1031,3413,30.21
"2367",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","10",2472,3501,70.61
"2368",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","11",2539,3134,81.01
"2369",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","12",2344,3102,75.56
"2370",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","13",2204,3084,71.47
"2371",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","14",2254,2900,77.72
"2372",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","15",2159,2802,77.05
"2373",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","16",1934,2633,73.45
"2374",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","17",1698,2776,61.17
"2375",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","2",1466,3517,41.68
"2376",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","3",1780,3477,51.19
"2377",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","4",1945,3734,52.09
"2378",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","5",2239,3710,60.35
"2379",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","6",2395,3688,64.94
"2380",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","7",2504,3592,69.71
"2381",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","8",2587,3293,78.56
"2382",2019-09-30,"05W","E38000175","STAFFORDSHIRE AND STOKE-ON-TRENT","Child","9",2398,3269,73.36
"2383",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Adult","18-64",61609,106938,57.61
"2384",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Adult","65-74",10986,17471,62.88
"2385",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Adult","75-84",6180,9607,64.33
"2386",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Adult","85+",1734,3163,54.82
"2387",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","0",134,2075,6.46
"2388",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","1",770,2168,35.52
"2389",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","10",1906,2353,81
"2390",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","11",1791,2369,75.6
"2391",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","12",1878,2274,82.59
"2392",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","13",1751,2168,80.77
"2393",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","14",1665,2087,79.78
"2394",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","15",1715,1999,85.79
"2395",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","16",1533,2022,75.82
"2396",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","17",1351,2062,65.52
"2397",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","2",1124,2197,51.16
"2398",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","3",1279,2186,58.51
"2399",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","4",1420,2396,59.27
"2400",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","5",1606,2418,66.42
"2401",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","6",1750,2462,71.08
"2402",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","7",1871,2466,75.87
"2403",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","8",1910,2497,76.49
"2404",2019-09-30,"05X","E38000183","SHROPSHIRE, TELFORD AND WREKIN","Child","9",1799,2421,74.31
"2405",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Adult","18-64",78356,165355,47.39
"2406",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Adult","65-74",12580,25913,48.55
"2407",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Adult","75-84",7455,17395,42.86
"2408",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Adult","85+",2098,6558,31.99
"2409",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","0",86,3892,2.21
"2410",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","1",721,3902,18.48
"2411",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","10",2677,3928,68.15
"2412",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","11",2558,3725,68.67
"2413",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","12",2379,3769,63.12
"2414",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","13",2393,3560,67.22
"2415",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","14",2155,3512,61.36
"2416",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","15",2053,3401,60.36
"2417",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","16",2078,3441,60.39
"2418",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","17",1713,3438,49.83
"2419",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","2",1259,3932,32.02
"2420",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","3",1527,3917,38.98
"2421",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","4",1995,4007,49.79
"2422",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","5",2313,3933,58.81
"2423",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","6",2619,4103,63.83
"2424",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","7",2724,3970,68.61
"2425",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","8",2611,3817,68.4
"2426",2019-09-30,"05Y","E38000191","BLACK COUNTRY","Child","9",2610,3910,66.75
"2427",2019-09-30,"06A","E38000210","BLACK COUNTRY","Adult","18-64",81666,157318,51.91
"2428",2019-09-30,"06A","E38000210","BLACK COUNTRY","Adult","65-74",12361,22226,55.62
"2429",2019-09-30,"06A","E38000210","BLACK COUNTRY","Adult","75-84",7459,14803,50.39
"2430",2019-09-30,"06A","E38000210","BLACK COUNTRY","Adult","85+",2953,6417,46.02
"2431",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","0",100,3481,2.87
"2432",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","1",781,3514,22.23
"2433",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","10",2421,3567,67.87
"2434",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","11",2442,3321,73.53
"2435",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","12",2238,3227,69.35
"2436",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","13",2170,3183,68.17
"2437",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","14",2134,3015,70.78
"2438",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","15",2042,2873,71.08
"2439",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","16",1839,2831,64.96
"2440",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","17",1656,2942,56.29
"2441",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","2",1268,3614,35.09
"2442",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","3",1682,3653,46.04
"2443",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","4",1846,3764,49.04
"2444",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","5",2041,3713,54.97
"2445",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","6",2375,3787,62.71
"2446",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","7",2485,3799,65.41
"2447",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","8",2585,3594,71.93
"2448",2019-09-30,"06A","E38000210","BLACK COUNTRY","Child","9",2463,3366,73.17
"2449",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Adult","18-64",336135,713810,47.09
"2450",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Adult","65-74",47863,92633,51.67
"2451",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Adult","75-84",28551,58144,49.1
"2452",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Adult","85+",10806,26119,41.37
"2453",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","0",412,15874,2.6
"2454",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","1",3282,16517,19.87
"2455",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","10",10875,16363,66.46
"2456",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","11",10837,15992,67.77
"2457",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","12",10402,15895,65.44
"2458",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","13",10201,15445,66.05
"2459",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","14",9803,15049,65.14
"2460",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","15",9384,14557,64.46
"2461",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","16",8495,14147,60.05
"2462",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","17",7664,14492,52.88
"2463",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","2",5454,16778,32.51
"2464",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","3",7208,16674,43.23
"2465",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","4",8009,16928,47.31
"2466",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","5",8986,17018,52.8
"2467",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","6",10224,17434,58.64
"2468",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","7",10798,16673,64.76
"2469",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","8",11090,16061,69.05
"2470",2019-09-30,"15E","E38000220","BIRMINGHAM AND SOLIHULL","Child","9",10770,16417,65.6
"2471",2019-09-30,"15M","E38000229",NA,"Adult","18-64",305075,606295,50.32
"2472",2019-09-30,"15M","E38000229",NA,"Adult","65-74",57471,114915,50.01
"2473",2019-09-30,"15M","E38000229",NA,"Adult","75-84",32433,65826,49.27
"2474",2019-09-30,"15M","E38000229",NA,"Adult","85+",9637,26433,36.46
"2475",2019-09-30,"15M","E38000229",NA,"Child","0",478,10416,4.59
"2476",2019-09-30,"15M","E38000229",NA,"Child","1",3261,10821,30.14
"2477",2019-09-30,"15M","E38000229",NA,"Child","10",8529,12310,69.29
"2478",2019-09-30,"15M","E38000229",NA,"Child","11",8599,11708,73.45
"2479",2019-09-30,"15M","E38000229",NA,"Child","12",8190,11638,70.37
"2480",2019-09-30,"15M","E38000229",NA,"Child","13",7997,11329,70.59
"2481",2019-09-30,"15M","E38000229",NA,"Child","14",7792,11251,69.26
"2482",2019-09-30,"15M","E38000229",NA,"Child","15",7622,10892,69.98
"2483",2019-09-30,"15M","E38000229",NA,"Child","16",7005,10742,65.21
"2484",2019-09-30,"15M","E38000229",NA,"Child","17",6321,11006,57.43
"2485",2019-09-30,"15M","E38000229",NA,"Child","2",5334,11124,47.95
"2486",2019-09-30,"15M","E38000229",NA,"Child","3",6373,11291,56.44
"2487",2019-09-30,"15M","E38000229",NA,"Child","4",7038,11479,61.31
"2488",2019-09-30,"15M","E38000229",NA,"Child","5",7380,11921,61.91
"2489",2019-09-30,"15M","E38000229",NA,"Child","6",7814,12319,63.43
"2490",2019-09-30,"15M","E38000229",NA,"Child","7",8578,12145,70.63
"2491",2019-09-30,"15M","E38000229",NA,"Child","8",8654,12198,70.95
"2492",2019-09-30,"15M","E38000229",NA,"Child","9",8432,11841,71.21
"2493",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Adult","18-64",222485,450553,49.38
"2494",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Adult","65-74",45501,98803,46.05
"2495",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Adult","75-84",26756,57028,46.92
"2496",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Adult","85+",9321,23894,39.01
"2497",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","0",333,7609,4.38
"2498",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","1",2339,7916,29.55
"2499",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","10",6004,9021,66.56
"2500",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","11",6121,8930,68.54
"2501",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","12",6220,8598,72.34
"2502",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","13",5917,8660,68.33
"2503",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","14",6030,8481,71.1
"2504",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","15",5699,8037,70.91
"2505",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","16",5275,8178,64.5
"2506",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","17",4654,8171,56.96
"2507",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","2",3657,8237,44.4
"2508",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","3",4469,8370,53.39
"2509",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","4",4952,8553,57.9
"2510",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","5",5264,9036,58.26
"2511",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","6",5838,9192,63.51
"2512",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","7",6170,9127,67.6
"2513",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","8",6242,8891,70.21
"2514",2019-09-30,"18C","E38000236","HEREFORDSHIRE AND WORCESTERSHIRE","Child","9",6246,8879,70.35
"2515",2019-09-30,"52R","E38000243",NA,"Adult","18-64",326553,642469,50.83
"2516",2019-09-30,"52R","E38000243",NA,"Adult","65-74",54204,100960,53.69
"2517",2019-09-30,"52R","E38000243",NA,"Adult","75-84",29912,58437,51.19
"2518",2019-09-30,"52R","E38000243",NA,"Adult","85+",9652,23521,41.04
"2519",2019-09-30,"52R","E38000243",NA,"Child","0",297,11081,2.68
"2520",2019-09-30,"52R","E38000243",NA,"Child","1",2911,11795,24.68
"2521",2019-09-30,"52R","E38000243",NA,"Child","10",8764,12329,71.08
"2522",2019-09-30,"52R","E38000243",NA,"Child","11",8684,11995,72.4
"2523",2019-09-30,"52R","E38000243",NA,"Child","12",8608,11771,73.13
"2524",2019-09-30,"52R","E38000243",NA,"Child","13",8319,11043,75.33
"2525",2019-09-30,"52R","E38000243",NA,"Child","14",7837,10826,72.39
"2526",2019-09-30,"52R","E38000243",NA,"Child","15",7579,10549,71.85
"2527",2019-09-30,"52R","E38000243",NA,"Child","16",7083,10430,67.91
"2528",2019-09-30,"52R","E38000243",NA,"Child","17",6294,10683,58.92
"2529",2019-09-30,"52R","E38000243",NA,"Child","2",4906,12109,40.52
"2530",2019-09-30,"52R","E38000243",NA,"Child","3",6414,12109,52.97
"2531",2019-09-30,"52R","E38000243",NA,"Child","4",7014,12188,57.55
"2532",2019-09-30,"52R","E38000243",NA,"Child","5",7759,12445,62.35
"2533",2019-09-30,"52R","E38000243",NA,"Child","6",8470,12940,65.46
"2534",2019-09-30,"52R","E38000243",NA,"Child","7",9018,12794,70.49
"2535",2019-09-30,"52R","E38000243",NA,"Child","8",9155,12516,73.15
"2536",2019-09-30,"52R","E38000243",NA,"Child","9",9032,12366,73.04
"2537",2019-09-30,"71E","E38000238",NA,"Adult","18-64",205206,433528,47.33
"2538",2019-09-30,"71E","E38000238",NA,"Adult","65-74",47439,98344,48.24
"2539",2019-09-30,"71E","E38000238",NA,"Adult","75-84",27850,56451,49.33
"2540",2019-09-30,"71E","E38000238",NA,"Adult","85+",8104,21869,37.06
"2541",2019-09-30,"71E","E38000238",NA,"Child","0",204,7363,2.77
"2542",2019-09-30,"71E","E38000238",NA,"Child","1",1711,7573,22.59
"2543",2019-09-30,"71E","E38000238",NA,"Child","10",5414,8458,64.01
"2544",2019-09-30,"71E","E38000238",NA,"Child","11",5562,8090,68.75
"2545",2019-09-30,"71E","E38000238",NA,"Child","12",5420,8022,67.56
"2546",2019-09-30,"71E","E38000238",NA,"Child","13",5233,7723,67.76
"2547",2019-09-30,"71E","E38000238",NA,"Child","14",5185,7728,67.09
"2548",2019-09-30,"71E","E38000238",NA,"Child","15",5063,7653,66.16
"2549",2019-09-30,"71E","E38000238",NA,"Child","16",4950,7505,65.96
"2550",2019-09-30,"71E","E38000238",NA,"Child","17",4297,7825,54.91
"2551",2019-09-30,"71E","E38000238",NA,"Child","2",2880,8228,35
"2552",2019-09-30,"71E","E38000238",NA,"Child","3",3742,8304,45.06
"2553",2019-09-30,"71E","E38000238",NA,"Child","4",4221,8405,50.22
"2554",2019-09-30,"71E","E38000238",NA,"Child","5",4684,8430,55.56
"2555",2019-09-30,"71E","E38000238",NA,"Child","6",4881,8842,55.2
"2556",2019-09-30,"71E","E38000238",NA,"Child","7",5487,8738,62.79
"2557",2019-09-30,"71E","E38000238",NA,"Child","8",5536,8458,65.45
"2558",2019-09-30,"71E","E38000238",NA,"Child","9",5541,8296,66.79
"2559",2019-09-30,"78H","E38000242",NA,"Adult","18-64",209170,434420,48.15
"2560",2019-09-30,"78H","E38000242",NA,"Adult","65-74",36994,75154,49.22
"2561",2019-09-30,"78H","E38000242",NA,"Adult","75-84",19411,39079,49.67
"2562",2019-09-30,"78H","E38000242",NA,"Adult","85+",6093,15629,38.99
"2563",2019-09-30,"78H","E38000242",NA,"Child","0",262,8749,2.99
"2564",2019-09-30,"78H","E38000242",NA,"Child","1",2065,9058,22.8
"2565",2019-09-30,"78H","E38000242",NA,"Child","10",6543,9849,66.43
